module_genes	seed	edges	module_score	m_gwas	m_scrnaseq	module_score_z	z_gwas	z_scrnaseq	cell_type
ANKS1B:ERBB4:FOXP1:RBFOX1:TCF4:ZHX2	ZSCAN31	109169:20084:20085:20071:121158:211540:121145:228504	9.933252028641297	5.523213960056615	4.871130620139118	2.2800919394400796	2.1971639724105065	1.287901131270588	Astro
ACTR10:ITSN1:PAFAH1B1:PDE4B:PDE4D	OSBPL1A	190464:152903:192649:7820:190463	6.609948122399002	3.1881518110836327	3.9858640325487147	-0.4405417847135892	-0.8731879694000679	0.41595665463719034	Astro
CACNB2:CHD2:NTM:RORA	ZMYND11	47778:65843:186223	7.667735935917746	3.6523631974256516	4.891755295805537	1.5515711710931903	0.5350776731294615	2.5270769889409532	Astro
AKT3:ERBB4:MAGI2:NCOR1:PRKD1:TCF4:THRB	DHX30	109169:180342:109113:15291:109054:109070	10.650813940643504	5.257410104807715	5.7217217456814895	2.20734412326496	1.222089066210855	2.088819329306319	Astro
ATXN1:NCAM1:RBFOX1:SREBF2	GATAD1	36609:36550:36588	7.4511101869927625	3.886529163936424	3.6979363093896738	1.3371843992272796	0.8912640109470393	0.6594304085330849	Astro
NMD3:ST3GAL3:ST8SIA1	NMD3	225979:183481	3.611590505828761	2.5942957775688975	1.6705099507602676	-1.396189644190998	-0.20496557756811332	-1.6918874598597855	Astro
CKB:GLG1:INPP4B:STON2	NSMAF	68713:127515:150589	6.610776161385353	3.2869630619085313	3.4127769599481454	0.5055358074366276	-0.020726989893174955	0.21331848543934287	Astro
ACADVL:DECR1:FHIT:ME1:NT5C2:PDE4B:PDE4D	AKR1E2	118722:186086:186085:4201:4235:192649:88287	9.372017676430671	4.63865065153339	4.962032578051178	0.9114129119335651	0.2604463707519245	0.8538436179067831	Astro
GPM6A:MAPT:MARK3:RBMS3	RBMS3	132119:168776:168686	7.553454935811017	3.7639393969572064	3.8512618074937692	1.4384713442255455	0.7047945559494916	0.8992974616473625	Astro
CACNA1C:CACNB2:ERBB4:PRKD1:SNAP25	RAB3GAP2	47792:46977:46866:109113:46958	9.4661498775525	4.870268928369609	4.709536171514175	2.419975876519499	1.6485022817790802	1.6167431845731595	Astro
ANKS1B:SGCD:TCF4	HS2ST1	20084:219064	7.621784313998394	4.065953919591235	3.767130477023977	2.521012151161675	2.082915798474027	1.5621830230417248	Astro
PDE4B:PDE4D:POU6F2:TACC1:ZFHX3	TDRD7	227844:200538:192649:192654	6.89019852943562	3.414019518077619	3.626245303065735	-0.15986790113741894	-0.5345858655811031	-0.1807573861896034	Astro
CACNB2:NCAM1:NTM:OPCML:RORA	MBLAC2	47778:179423:186223:186220	8.793725881870055	4.198353293083573	5.553861956996255	1.746535804572206	0.6412221764262365	3.017729868313484	Astro
NCAM1:SOX5	DGUOK	179437	5.382463322541672	2.577583676752874	3.3536206569080624	Astro
FAM49A:FAM49B	FAM49A	115087	2.297870703461845	1.148657871823232	1.1505526231514775	Astro
CKB:ERBB4:MSI2:SFPQ:SOX5:TCF4	ABCF1	109169:175635:68693:109159:175646:224428	9.808344247507014	4.779056891422092	5.633397137592844	2.1458307496067217	1.007506192632344	2.5733591889783076	Astro
SPCS1:TMEM87A:TSPAN5	ERAP1	224578:229782	3.6015216978787734	2.3907921838837356	1.699527476313141	-1.4060249674859475	-0.5213380207702535	-1.6468506626875685	Astro
ANKS1B:RERE:TCF4:ZNF609	ZNF609	212658:20084:212651	7.682565127752596	3.9098099335229874	3.829525126032435	1.5662470929659624	0.9266760402191558	0.865291938814662	Astro
BHLHE41:CACNB2:NTM:RORA	BHLHE41	41761:47778:186223	7.2499129630937995	3.5070842071569444	4.311966442856842	1.138066687901935	0.3140959810556652	1.6200377469037799	Astro
ANKS1B:CALR:ERBB4:LRP1:NTM	LETM1	49827:49812:20071:20076	8.144863719465029	3.9988458185288844	4.5013227382864445	1.096693169360423	0.34213714337357065	1.271255397342602	Astro
CACNB2:MEF2C:NTM:RORA	ZBTB44	47778:172709:186223	7.704380456541077	3.6243412061727525	5.180191649012172	1.5878369452312882	0.49245384272639053	2.97831555597781	Astro
ANKS1B:RERE:TCF4	EHMT2	20084:212651	7.236312708929137	4.0413478342742115	3.545548175490713	2.1444792114422437	2.0446624822135266	1.2182750921975507	Astro
CLASP2:CLIP1:FEZ1:MARK3:PTN:SRPK2	COL9A2	68865:68888:68907:117515:68874:117501	8.047419395237457	3.9876645682606315	4.233796107284446	0.25304341701715405	-0.2576649302238939	0.21312378470558438	Astro
ARID5B:CACNB2:CHD2:NTM:RORA	ARID5B	47778:65843:26615:186223	8.156630458008648	3.9859637164730692	4.616579289652828	1.1084776882090661	0.32282536606923135	1.462500170929542	Astro
CNTN1:RTN1:RTN4	KCNAB1	215794:71549	4.518027752414303	2.0096475260270394	3.7124274755958737	-0.5107716869676141	-1.1138762872252446	1.4772809532377393	Astro
GABBR1:PDE4B:PDE4D:POU6F2	MIEN1	123249:123256:192649:192654	7.474851544392581	3.7339266105688096	3.7578203807397714	1.3606803732650867	0.6591425569392404	0.7531148635053488	Astro
CHD7:GLI3:MARK3:MEF2C:PBRM1:YWHAE	CHD7	66546:169041:127589:66551:169086	6.820692327577805	3.6246386900059533	3.3735793789204407	-1.0655440577511894	-0.8380216566861475	-1.2375138853631522	Astro
MARK3:MEF2C:RC3H1:SPATS2L	CKAP2	169041:169070:212140	5.640915413636	4.130504624465751	2.5956891904397836	-0.4543007581668702	1.262371422917175	-1.0649583689076492	Astro
LINGO1:NTM:PON2:ST6GALNAC3	ST6GALNAC3	161570:161571:200097	4.664922047634322	2.005914197782326	4.2357154021783705	-1.4202065571681817	-1.969311193983697	1.5007483093959733	Astro
CACNB2:MSI2:RBFOX1:RORA:SOX5:TCF4	RHOBTB2	47778:175621:211530:175646:224428	10.580138869900553	5.189182510973766	5.87808151918718	2.975419293799531	1.663159621929559	2.9859858788745535	Astro
ALDH7A1:MARK3:MEF2C:UQCRC2:YWHAE	FAHD2A	17041:169041:17036:169086	6.521883840292688	3.3683995871804497	3.242505099245236	-0.5287391376612235	-0.6029754763999202	-0.8174961010464029	Astro
ACTR10:NR3C2:PAFAH1B1:PDE4B:PDE4D	DYNC1LI1	190464:7818:192649:7820:190463	6.3108271149173465	3.0368312542762212	3.8465618698421524	-0.7401147834358476	-1.1000351781841498	0.18481308621390435	Astro
ADGRB3:GPM6A:MEIS1:NRXN1:RBFOX1	TRMT10B	9744:172802:132120:172877	8.602500703799222	4.145888299380847	5.206766752956222	1.5550216728561639	0.5625710160588758	2.4417960673902166	Astro
CACNA1C:CACNB2:RTN1:RTN4:RYR3:ZFYVE21	ZMIZ2	215875:215794:46866:47781:46967:215837	9.349275445467626	4.666841132958698	4.720079578059615	1.6523857214629483	0.8281107992449717	1.0331742415013134	Astro
CELF1:MARK3:MEF2C:RC3H1:SPATS2L	CELF1	169041:169070:62957:212140	5.994122028235905	3.7574189666380136	2.8666042139819856	-1.0572984320419077	-0.019789937998955766	-1.4412270633304995	Astro
CLASP2:CLIP1:FEZ2:MARK3:MEF2C:NEK1:SRPK2	FEZ2	68865:117538:169041:68888:68875:68907	8.383296297179637	4.161143643755789	4.369441431991428	-0.09055662030522181	-0.4816693636095513	-0.10949205062329799	Astro
DNAJB9:LRRC4C:SGCD	DNAJB9	93666:93656	4.850139526888679	2.409910191427317	2.5134262241878957	-0.1863612216732756	-0.49161662545633456	-0.38363499807253265	Astro
CACNB2:DNM3:MACF1:NRXN1:SYT1:TCF4:THRB	TMEM9B	165216:94658:185766:165239:47799:94650	10.041772402255566	4.817327738367051	6.207311866954071	1.5901418677672414	0.538136698536369	2.878210610661304	Astro
CKB:MSI2:RTN1:RTN4:SFPQ:SOX5:TCF4:UQCRC2	TMEM68	175635:215794:68693:175646:215871:218942:224428	10.03662377392851	4.896379191960762	5.728987713916016	Astro
CACNB2:NTM:RORA:SPAG9	PPM1K	47778:186223:214860	7.369535387320648	3.4250585599935532	5.198463452868068	1.2564527315741925	0.18932800001388972	3.0069005193413094	Astro
CACNB2:FBXW4:FOXP1:RORA:TCF4	FBXW4	47778:116852:121145:116859	8.706348471403887	4.81187835751198	4.2744730506322215	1.659026361172311	1.5609679883702845	0.8948445413923027	Astro
CACNA1C:CACNB2:DLG2:ERBB4	SLC38A1	46866:91834:47709:46895	8.729301303945963	4.31382812700634	4.660866035036647	2.602164526248899	1.5412220517203137	2.1658668362841045	Astro
AKT3:ERBB4:FOXO3:RBFOX1:TBL1X:TCF4:THRB	TBL1X	109169:228326:15305:15291:121055:121086	9.963773900301229	5.441316610979386	4.903061282265339	1.5110982421730281	1.5079066765463427	0.7579779387995756	Astro
BTRC:MARK3:MEF2C:YWHAE:ZNRF3	ZNF566	169041:45625:169086:45629	7.136932818773028	3.554733969373467	3.648504935247508	0.08723921971214472	-0.3236384491459866	-0.1438220600301454	Astro
AKT3:ERBB4:MED27:QKI:RBFOX1:SOX5:TCF4	MED11	109169:208839:172103:109159:172101:15291:224428	10.884464946133253	5.422025971223297	5.5600045965065235	2.4441258836179403	1.4779262007507705	1.8259266096814855	Astro
ITSN1:PAFAH1B1:PDE4B:PDE4D	NUDCD2	190464:152903:192649:190463	6.244892043193612	2.9580773874319077	4.080456627420985	0.14343335486393702	-0.5209900541549219	1.257856779730741	Astro
FGF12:MARK3:SRPK2:YWHAE	FGF12	117632:117629:169086	5.952467263077326	3.429129378417778	2.8985290060563913	-0.14596901273936813	0.19552006083319015	-0.5911865890285493	Astro
AMBRA1:CUL3:ERBB4:MACF1:NRXN1:PJA2:TCF4	MLLT11	109169:165216:165239:81913:81816:17759	10.248997228646191	5.105634918720153	5.23444428944824	1.8001433572911785	0.9862082270888449	1.2966850607110134	Astro
CALM3:FOXP1:NT5C2:TCF4	STIM2	49733:121145:49625	6.952835462226951	4.465284483054924	3.3067550192399855	0.8440596886375438	1.7716000421857157	0.047454550232314804	Astro
RTN1:RTN4:SGCZ:UQCRC2	GK	215794:215841:215871	5.728400101664578	2.8604534729516984	2.8860367069764963	-0.3677202849441876	-0.6694843255482098	-0.6107299200724324	Astro
ANKS1B:ERBB4:FAM184A:FOXP1:KTN1:TCF4	FAM184A	109169:20084:20071:159461:121145:114767	9.630232820136385	4.941866218632345	4.793369580974971	1.9543818907402746	1.267783748137567	1.1567677913159746	Astro
APC:DST:ERBB4:GIGYF2:MACF1:NRXN1:TCF4	ZNF510	109169:165216:22451:165239:22441:22473	10.390980173641228	4.9779834489142925	6.463211675006174	1.944028771289537	0.7878191716104818	3.294209760000156	Astro
AKT3:ERBB4:NFIA:SOX5:SRPK2:SRSF7:TCF4	TM9SF2	109169:225270:109159:182682:15291:182685:224428	9.953341341238115	4.879943087873419	5.540440337604865	1.50052589434695	0.6354501103279319	1.7941223065736152	Astro
DPYSL2:DPYSL5:NUMB:PLXNA2	CFAP161	95680:95683:95659:95770	4.705551681793029	2.3523822291887284	2.3550699780507913	-1.3799968584015105	-1.4423038704329663	-1.441390352577066	Astro
EEA1:EIF4G3:ITPKB:PDE4B:PDE4D:PIBF1:VPS45	EEA1	152682:99480:152681:192649:99516:99454	7.432182001027598	3.638614889958566	4.167654864793752	-1.0544151616700086	-1.2937554765526733	-0.43752293482446536	Astro
FOXG1:POGZ:RBFOX1	GTF3C3	199043:120565	5.359151485235407	2.6752093935548245	2.705024689931901	0.31084730551305956	-0.07917498137161018	-0.0862636310861334	Astro
ANKS1B:ERBB4:FOXP1:MACF1:NRXN1:TCF4	MOBP	109169:165216:20084:165239:20071:121145	11.105954856227207	5.492913965913324	5.90305294040788	3.5406097032082275	2.148724435545068	3.028096759892636	Astro
AKT3:ERBB4:MACF1:NRXN1:TCF4	TECR	109169:165216:165239:15291	9.912589769837057	4.794270305262725	5.900643339860009	2.8670903684333737	1.534571459113844	3.5931429469082348	Astro
ANKS1B:CACNA1A:CACNB2:ERBB4:LRP1:MAGI2:TCF4	OCIAD1	109169:20084:20071:46664:46617:20076:109054	11.193230683763812	5.716368621535138	5.576068927370727	2.757028859317129	1.935377732418787	1.8520413145930497	Astro
MACF1:NRXN1:SIPA1L1	GTF2F2	185762:165216	5.958320342187509	2.725519124683146	4.4574885259423525	0.8961220913328127	-9.620502597684611E-4	2.6336567215378945	Astro
CLASP2:DYNC1LI2:KLC1:MARK3:NIN:NR3C2:RBFOX1	DYNC1LI2	97680:157734:68888:157755:68890:97677	7.586265741062326	4.000692232349924	3.7575213140380725	-0.8982668107107631	-0.7310343259354181	-1.1042495319579315	Astro
CACNA1C:CACNB2:PDE4B:PRKACB	PRKACB	46866:192662:47765:46954	7.448554793895792	3.70726023056944	3.8234607110544077	1.3346554178867578	0.6185807264719152	0.8558045843457145	Astro
AKT3:ERBB4:PRKD1:RFX3:SOX5:TCF4:VPS45	PTOV1	109169:212848:109159:109113:15291:212844:224428	10.696337990507525	5.325430302599979	5.480699808298344	2.253478162545491	1.3278024027982198	1.6970061361405937	Astro
CACNB2:HCN1:NTM:RORA	HCN1	47778:137880:186223	7.845174797351597	3.855057673076439	4.316179483085775	1.7271760790745547	0.8433931984540475	1.6266287546413187	Astro
CACNB2:PHF3:RBFOX1:RORA:SUPT5H:SYNE1	PHF3	47778:194679:214870:211530:227390	8.768819851106878	4.394073100551934	4.382751986834866	1.0284641527936513	0.39204612216957163	0.4643174698888662	Astro
ADGRB3:CKB:DST:FOXP1:MEF2A:NCAM1:TRPS1	ITGA7	172643:68665:121128:172443:95996:9743	9.816468802688332	4.743751717960619	5.866909734727873	1.3618193625523733	0.4237888009642663	2.3248417022704153	Astro
ATXN1:RBFOX1:RBM6:SREBF2	RBM5	36592:36609:36588	6.9398005122506925	3.586282090762901	3.4499322901292673	0.8311594638918167	0.43456269338301257	0.2714454093250421	Astro
AMBRA1:GPHN:NT5C2:PDE4D:PRKAG2:TCF4	CAB39L	186086:17765:192740:132037:132029	8.261591224453044	4.262001247212843	4.1082842841824165	0.48325297128309896	0.1809074870117079	0.0014652890877651687	Astro
FHIT:GABBR1:NT5C2:PDE4B:PDE4D	RAPGEF3	123249:118722:186086:186085:192649	9.280973652717192	4.8285834108512145	4.608214554531776	2.2345198383996006	1.5860108166716467	1.4486205965767145	Astro
RBM26:SF3B1:TP53BP1:TRPS1	ANAPC2	218698:230105:211741	6.2011871024525735	4.040959970573234	2.9392521808668013	0.1001801349371271	1.126166393568254	-0.5274780209429015	Astro
AMBRA1:FBXL17:MEGF10:PJA2:VWA8	VWA8	116041:172746:17818:17759	5.9445901257704215	2.9718777344683933	2.974727431149717	-1.1069051804242105	-1.1974080994843288	-1.2618186050555156	Astro
GIGYF2:RTN1:RTN4:SH3PXD2A:SIPA1L1:ZFYVE21	SH3PXD2A	215875:215794:215842:219648:126965:126964	6.709717681770105	4.317278636449693	3.189733709358843	-1.1848287640535087	0.2692775085074543	-1.5475444217981633	Astro
CKB:GABRB1:SLC4A10:SLC6A11	ANO4	221810:124187:68701	5.983841120772153	2.9847042127645493	3.033980516604983	-0.1149194255801623	-0.480488389697608	-0.37928214340848765	Astro
ACADVL:FHIT:NT5C2:PDE4B:PDE4D	MBOAT2	118722:186086:186085:4235:192649	8.717565032853553	4.295877175365646	4.725421712558877	1.6702598715737331	0.7874218795745141	1.643102004652224	Astro
CKB:NKAIN2:SLC6A11	SLC38A2	183289:68701	5.804521378637436	2.9806641888070944	2.8888087754815372	0.7458895577045426	0.3956936836568652	0.19897938763021425	Astro
AKT3:CACNB2:DLG1:ERBB4:MAGI2:TCF4	TUBG1	109169:91623:15291:47708:109054	10.952380533279023	5.409452367698712	5.865167247074633	3.3755353488354682	2.0152973086470816	2.964207728101308	Astro
ANKS1B:ERBB4:GPC5:LRP1	SLC25A23	131920:20071:20076	7.915653387473894	3.835460321525383	4.671030176691615	1.796926224184092	0.813583961083197	2.1817679273378445	Astro
CACNB2:RBFOX1:RORA	FOXO1	47778:211530	7.813011215116283	3.855394850257395	4.2044009317761315	2.707804709379858	1.7555747132518418	2.2408508420531157	Astro
ANK3:ERBB4:REV3L:SLTM:SOX5:SRPK2:TCF4	NBN	109169:222374:109159:212676:19468:19471:224428	10.137295414007248	5.205021286355261	5.045249699885611	1.6869448189438159	1.140669179497317	0.9891241097409276	Astro
ANKRD44:ATXN1:PPP6R2:RBFOX1:SREBF2:TBC1D5	PPP6R2	19937:36609:36617:36572:36588	7.690339154567212	4.34400939364418	3.75958219569954	-0.13077588985876004	0.3120110315715226	-0.5865730139419024	Astro
GABBR1:ITPKB:PDE4B:PDE4D	IFT88	123249:152681:192649	7.738798027261046	3.8675628467596055	3.8801009784265394	1.621898786534724	0.8624146304936813	0.9444143341274118	Astro
ATF6B:RAB2A:RAB6B:UQCRC2	NEFH	209288:31020:209629	4.304586513688442	3.875601307967949	1.8566203395648828	-1.7768177739538105	0.8746418132143472	-2.221180063929051	Astro
FBXL17:PJA2	UBE2D4	116041	3.563177742685203	1.7074837370192981	2.2135052463155036	Astro
CLASP2:CLIP1:MARK3:MEF2C:SRPK2	CLASP2	68865:169041:68888:68907	7.749718633501115	3.8561152401058876	3.9841078014946754	0.700950993546062	0.12816731662622075	0.4130425468809343	Astro
CKB:CUL3:ME1:SRPK2	VRK2	68641:81824:82070	6.48179073561093	3.988446192363548	3.112635923437678	0.3778835353186692	1.0462884735434743	-0.25623124266623715	Astro
GSTK1:ME1:PDXDC1:SFXN5:TMEM108	TMEM237	193587:135268:135257:219053	7.158074715606824	3.6990969350396647	3.5584383909352306	0.1084130633231296	-0.1072214830436966	-0.29326914716365377	Astro
ATXN1:NCAM1:RBFOX1:RBM26:SREBF2	BRMS1L	36609:36550:36588:36591	8.183751614052563	4.325542432862668	4.051784952180677	1.1356398260785976	0.8318935693636624	0.5253389951653366	Astro
AGO3:GIGYF2:NRXN1:SIPA1L1:TNRC6B	AGO4	185762:126965:11592:126974	7.518969859011545	3.684698346061252	4.195373081020908	0.469853542693948	-0.12880665157000068	0.7635942514980517	Astro
GLI3:IFT172:MARK3:MEF2C:YWHAE	CLUAP1	127523:169041:127589:169086	6.412225984150673	3.204358636986713	3.216338122860303	-0.6385626939352907	-0.8488920422839492	-0.8609148691325951	Astro
CACNB2:DTNA:ERBB4:NTM:RORA:SNTB2	SNTB2	96081:47778:109157:96089:186223	8.633654148925986	4.107105476528445	5.539174124509833	0.8831769029948718	-0.06671894350457608	2.4144649851588285	Astro
FOXP1:RBFOX1:RFTN2:RORB:SREBF1:TCF4	RORB	121143:212724:121145:211531:214910	8.53262488070612	5.5784388984464295	4.041187131241383	0.7745823091591979	2.2854501425785405	-0.1116848676125581	Astro
GRAMD1B:TRAPPC9	TRAPPC9	132484	2.4614856440722774	1.1639898837871314	1.6198074579831607	Astro
