Gene	T.CD8.MAIT	NK.CD160pos	T.CD8.activated	B.naive	NK.FCGR3Apos	T.CD4.fh	T.cell.dividing	B.mature	T.CD8.CTL	T.CD4.reg	T.CD4.naive	T.CD4.conv	Monocyte	NK.dividing	B.T.doublet	DC.2	Macrophage	ILC	T.CD8.gd	DC.1	Plasma.IgM	B.Hypermutation	Plasma.IgG	Platelet	DC.plasmacytoid	Plasmablast	DC.activated	CD34.progenitor	Unknown	Neutrophil
H2AFJ	0.979490363290432	0.965556373984303	0.819468362682316	0.237623678170825	0.78458335854692	0.883993415191176	3.76128571938775	0.345689376252725	0.783915726542843	1.25730871138404	0.596006200106408	0.689186771887468	2.79046715323445	2.26574421121636	0.621018332070205	1.90647958997905	1.42650170219683	0.818811124487825	0.647315871488661	2.92527746069905	0.985709066184074	3.6428022207669	0.978386609106489	2.70252223649609	0.785266243052327	2.35757063389144	1.36318219750428	1.79105769273611	0.584238603500991	0.056335832618626
WBP11	1.2096359246607	0.763071238857642	0.95547483546676	0.710606630946541	0.756630351332739	0.938734919652807	2.59970705218263	0.952449017038899	0.973449663276706	1.2586652593448	0.705482262777403	0.780875892908459	0.654226322773474	1.93480309130761	0.825899723783155	1.19277363124471	0.686489435156981	0.756065119430557	1.00687811533772	1.34630925330312	0.70656874086481	2.36257264160984	0.778901706893106	0.434119546429213	0.76285948837672	1.8731982677798	1.21390280786968	1.62907805309016	0.5837430635288	0.349779487296397
ARHGDIB	8.22485922371335	6.16308988287377	7.56967486391895	6.728606242886	6.75996503822699	7.57500123469795	9.62881455850151	6.72281030041344	7.82974045921051	8.3059204616249	5.85659668365896	6.75127869050707	7.70553144660415	8.1993171037389	6.7974892208711	8.37364435641468	6.88748132201277	5.97361968950863	6.21486885332	8.24497717399136	3.81432028123589	9.60094885315391	4.17167781828697	7.33303052859448	5.78375536909917	6.52542891939681	3.18623912481571	8.89664332539828	4.73150602584745	6.10361518617134
STRAP	1.67639348508425	1.31983235430348	1.21495326996461	1.13127014547059	1.22003640694927	1.16955710705384	3.53288239465755	1.65279424291311	1.44500159262081	1.57419605712614	0.812164843385687	1.16458415193747	1.48382803509801	2.83515480716504	1.22544586379691	2.42811748065807	1.23773166457162	1.51469781243998	1.48794376250758	2.15105955877831	1.88440453250895	4.40740454216154	1.74077575162746	2.718330111083	2.1155045136427	3.25628712772815	1.90894397487234	3.45453739987057	0.506932460784268	0.382083057966247
RECQL	0.784443611733837	0.821167585542403	0.747309973660125	0.656683241570601	0.788542584872866	0.582009179787675	2.48084905537434	0.787019093012229	0.69981764510745	1.07841243119288	0.578711788949889	0.603880751720497	0.709451807198702	1.60194865177272	0.686677141137992	0.885962441103925	0.449593178065848	0.44948924211768	0.924421023827549	1.07735034127783	0.373071714464483	2.37802616820675	0.377979536874752	0.107851766669619	0.850179176182115	0.993036004347661	0.710209955031271	0.637518410685168	0.287431097471019	0.17548665399326
GOLT1B	0.683857207725782	0.453922310442848	0.47923691688967	0.34434845679615	0.500894678320574	0.513662944331669	1.81472884684121	0.502161980797011	0.694058923529609	0.723924971091092	0.384960332069952	0.475977795574479	0.582889541339063	0.991872634399721	0.487726496977968	0.820277988803409	0.413350815450658	0.613489454024193	0.653778578372334	0.758522214188536	1.29617469020918	1.62099647670561	1.27749800948576	0.669581212542183	0.862278545535338	2.01969024901473	0.377709172391898	0.727141550519074	0.151069636112416	0.177723885992537
LDHB	5.5666096050788	2.98441799879219	4.92588412033426	3.35760726867236	3.0599607814393	6.98474306992514	8.59260291742701	5.50561508211721	5.22278762735331	6.78533248026639	6.21829255837961	7.15219801294622	2.59947406788126	7.29434257567945	6.04467931097865	5.47232232393485	3.86494895136461	5.2057486030499	3.9108553762753	6.46357451305111	4.67212664868698	8.7341323071753	4.90020954670376	3.16374555112457	6.05379326787695	7.38002771247576	4.1321467617986	9.2038429118521	3.42089346348336	1.55620663088874
CMAS	0.500225588899182	0.436983529360263	0.472463534347504	0.34788863948588	0.41975175731667	0.429658164367745	1.68499904252055	0.468033470195311	0.494727317914539	0.715967921066064	0.35689081801131	0.415118375384046	0.689602525447983	1.16041104344689	0.392593608684352	0.900002547434251	0.469266157603859	0.335242227799275	0.346454925701264	0.354377204617579	0.38053186235397	1.63669279595101	0.374805536261856	1.01344942396189	0.656894929480295	0.663440577712399	0.950839076336976	1.86679208536727	0.369417455573498	0
ETNK1	0.667691987401559	0.890858924899458	0.704643950913064	0.652428769176341	0.683308060113672	0.541054045451747	1.52469627265132	0.903268237394158	0.643551866804879	0.789977175798307	0.5104921994607	0.473315137339365	0.823312512534313	1.30869078576905	0.593309736500092	1.09138637273411	0.624985722504867	0.73472978600048	0.842043067316222	0.57929886171376	0.932665648258428	1.60500740671207	0.888780677598527	0.453869150686319	0.972796149690216	1.06499404101792	1.13824629596103	1.31969156329596	0.0669926406102213	0.119502537018135
LRMP	0.571921445878312	1.03239895804452	0.70561552417868	0.958795166818277	0.782790073953738	0.817643485321051	1.30434900097065	1.13658220474875	0.550985878321732	0.553334293221586	0.530004450624065	0.360962550452375	0.686831841843941	1.86237723418601	0.679000804654199	1.59213355177616	0.468763318522846	0.737385253607978	0.92371144497239	1.65179302639169	0.882594400584802	5.48598120015975	0.700948310053588	0.47031149061475	1.03366400076986	1.44515078767936	0.728520452150673	1.27344798412427	0.492152144758053	0.179716635888904
