Gene	Epi.stratified	T.CD4	Epi.suprabasal	Epi.basal	Epi.upper	Dendritic.Cells	T.CD8	Fibroblast	Glands.duct	Mono.macro	NK.T.CD8.Cytotoxic	Endothelia.Lymphatic	Endothelia.vascular.venous	Endothelia.vascular.arterial	B.CD27pos	B.CD27neg	Glands.mucous	Mast.cell	Muscle
STK11	0.488339321750755	0.137603849436693	0.662394880877621	0.291953389199016	0.261508309665014	0.20570619133098	0.0492159629578831	0.19525337204798	0.4191261069393	0.228513330530158	0.0761547416371004	0.194669399424306	0.352764048692015	0.491060408206437	0.0671929751297759	0.0389182801312578	0.686398891232119	0.0742285778250165	1.00929981093243
ATP5D	7.67148032992469	3.79908033640075	8.84272686582624	7.42804071379664	3.46987551399459	5.24404416373651	2.65264295306676	4.02461794914564	7.23001416078531	4.76611690189368	3.4559304447889	5.62238002446145	4.96699475292356	5.1290020142869	3.41624845181975	2.83877046258659	6.46945224720745	3.73620370303251	7.51048445310912
MIDN	3.95426808290733	1.16215192850673	3.44191364740454	2.12786871800771	3.88308205523912	1.6532777527261	0.593096555662561	0.571840367087846	2.84694380071577	1.24751661602346	0.868529525671625	1.38188258207202	2.09579890549343	3.20246569526453	1.91141241351914	0.966080635801537	3.54799845363579	0.572602459669296	2.37198380587274
CIRBP	3.73566600279393	4.48760496587473	5.07373575905326	5.33309006174767	3.42702445016326	4.60912305917961	3.40657464976044	4.27960199030816	7.24318109486493	3.36955478405051	4.76751888913349	4.72352302753874	4.84789697584574	4.49156155575584	5.48404788313182	5.23568766025954	6.36314268144532	3.83278783873197	6.91228155166364
C19orf24	2.97372009617818	1.2606537356131	4.0605516297089	3.12187839901655	1.02695945529287	2.21837114968012	1.08901063556756	1.04515814055324	2.31950756416622	1.62228749839285	0.904833512883486	1.30079930823708	2.00293816807159	1.27815965323363	1.04764152874764	0.721313102376163	3.66929648988732	0.389845755899815	1.80827868654834
MUM1	0.48255351212586	0.206652382837175	0.533483569301286	0.675226180302377	0.189801924038857	0.399197499653792	0.309124281981909	0.687423733827332	1.38768081994395	0.329296086663579	0.762775916079255	0.496734191829578	0.65571483667404	0.486770180353515	0.485794900396297	0.609062596141645	0.629588372743341	0.644164725693074	1.96386410381316
NDUFS7	5.61235112418768	1.91093424337076	6.71882654850922	4.61020521024043	2.58372875650686	3.23597455430943	1.63522576617602	2.56674890651001	3.96501716240319	2.70610166094397	1.17196763674086	3.26195238975759	2.5633707137162	2.65362684138436	1.34498290532052	1.57896800183506	4.18432198836906	1.32822027219215	5.14025991458368
GAMT	0.669506061991006	0.20517731695478	1.72762348652481	2.53724766660297	0.106512971563242	0.498754982386268	0.188281737043007	0.672083660369145	1.79586036789801	0.223306768634881	0.136071374174539	0.280678611326902	0.22633325129294	0.10354072529916	0.194433279805346	0.195051880910049	1.35383019714538	0.0875808601247068	3.33913452444999
DAZAP1	1.6362911085768	0.559460278931585	3.22106827492889	1.52303982366964	0.783436105147509	0.633841476316022	0.380655721796067	0.276499435476411	0.997190608059251	0.56566110583178	0.531187596775267	0.944553395860238	0.933902488436974	0.950681400736981	0.384914886733281	0.377407523389114	0.790851146387703	0.424127697085206	1.2757148772034
RPS15	11.4752354168368	11.6616356610366	12.0220305182893	12.2719540914165	9.17851671042935	11.3567565787926	11.3335489093917	10.7818547737841	11.918396866705	10.9450341013939	10.8887367577614	11.3288464606006	11.6186512981859	10.8742027690292	12.0223170516779	11.9733289014688	11.7873926808893	10.7171410353185	10.8064467138413
C19orf25	0.929415841388292	0.57067304210195	1.44687376033579	0.933437427135389	0.80894431395112	0.661054778671829	0.597362220538238	0.540706704452161	0.927152566950681	0.370114711756063	0.785981460692883	0.446893302363689	0.841298433383088	0.802643761643379	0.630242948905046	0.788926420756549	0.799560426853394	0.598614621818788	1.09082617310332
REEP6	0.702809920587018	0.104507207303389	0.736224848285151	0.633420271072291	0.363373982889883	0.0647104929994379	0.0635963053292966	0.0141654225054824	0.367437876965529	0.0462847982545904	0.209633166367941	0.198104515157372	0.0615948881757581	0.0932912759422289	0.0451277251343834	0.0212597999855198	0.185812005372599	0.153711381071484	0.055986282799566
MBD3	0.506011105134548	0.11048029291405	1.08339275964777	0.441879076534688	0.156230528874452	0.218366205668093	0.0380530953012165	0.243968779731738	0.405961013925299	0.271754067998864	0	0.281621308770209	0.418840306946275	0.33827920867909	0.0236438509468032	0.0581351842572977	0.752864936089449	0.0943605742392027	0.21861465264204
UQCR11	6.99040069304539	3.61718868791996	7.19727626685501	5.87049378704095	5.21181097006808	5.43714560273015	3.32055401128811	4.26793811640764	6.27914661375117	4.55024972141406	2.73542681244034	5.41254808499777	4.99899922516266	5.00476387788928	2.35397742762652	1.83684107322337	6.64786038663981	3.20491643084086	7.41949959792777
KLF16	0.54403871651882	0.119866879730953	0.793248909802022	0.437995555309064	0.26285570646729	0.1873334191042	0.0591530094654994	0.119873491453404	0.413029318879684	0.0897766177208861	0.17002688560942	0.494394414352537	0.242793277222303	0.227094845795932	0.115353750066495	0.0596439081139537	0.323050343048553	0.238365115734624	0.0596000134081031
