gene	delta	alpha	gamma	ductal	acinar	beta	PSC
NAA15	2.56788570148391	3.54960269664695	2.82358065106784	3.90852616833789	3.86976874148918	2.85878563488482	3.40882906275575
RAB33B	2.80084208065924	1.5770378429573	3.44493260935709	2.60881088367527	2.09332591337796	3.31412593003816	2.38695692597729
SCOC	6.57416002869507	6.6219931843123	6.52376047648423	6.48751475618005	6.37875808883548	7.12363127594003	5.42846870613844
MGST2	4.37309933094401	4.48352594776371	3.81036364013339	5.66766541107172	5.62577419191714	4.4264810209515	1.143374914297
MAML3	1.4679462239936	1.61905260060473	2.55547117338136	1.2118773658173	1.33744191487289	2.24567126765996	0.678498350418077
RNF150	0.773009624027448	1.67493674515911	1.1443489220519	0.403987534981388	0.0237783448302866	0.81263100484302	0.264883756083237
GAB1	1.41565411642838	1.56306107226213	1.62534449969343	2.29184846102546	1.76819207421455	0.249310457538208	1.62453826332216
SMARCA5	5.28656281899928	5.62725706593624	5.51533207283422	6.17822496324023	5.43154852202927	5.57341295673279	6.12335265320266
ANAPC10	1.4906763885628	1.64477625190707	1.33381633292441	2.3017231178329	2.15194326348713	2.19246308868559	2.48744904020698
SMAD1	1.38308621605296	1.82128747516399	1.33269238966147	4.218343609821	5.05645391408333	1.54255098968158	2.54155797298824
SLC10A7	0.792383991797435	0.93541197604785	0.901675701873685	1.30626708957033	1.65337053602996	0.616132348740628	1.27398229878606
NR3C2	1.47310891812479	1.28610560802203	2.27497820222451	1.25145031012933	1.8005904911503	1.20432840675211	0.215302942947961
LRBA	4.16424676042245	3.95844660460878	4.4443880278609	3.41014305013756	3.56601106373102	2.93369588041169	0.985781905521187
DCLK2	0.783715979644428	0.724037303010646	0.885917404303015	0.358904277769213	0.414224034671001	0.774590286730328	0.718419738843042
ARFIP1	3.99563748140811	3.51176371879233	3.4326691690012	4.96908951385167	4.09403859779017	3.87182582155126	3.56993282660569
FBXW7	3.87942086672285	3.99799684182219	4.43978102252645	1.75515055615481	2.23281994189555	2.78330536479825	1.64079402696718
FHDC1	0.877415182355398	0.907023451914824	1.02384599871886	0.574397025635027	1.23814969880043	0.423782667519182	0.0525221137924756
KIAA0922	1.45851942318223	0.741819045134125	0.90438651434054	1.55169669831137	4.02110791610512	0.704558399388842	1.0600520910221
GUCY1A3	3.50483903408863	3.64948844654758	5.60114115678395	5.09579275392616	1.02541064210362	3.45541021205088	4.57571961212456
GLRB	2.15556426726688	1.5173872895621	2.7911274955268	3.04738585063935	1.77108577258201	3.19599116575898	0.725851557619153
PDGFC	0.0184457816389791	0.00298622991536725	0.290481727282189	3.18354060234475	1.1060812798438	0.0114382895634556	2.67794296109696
GRIA2	3.52637365164	3.00474101840312	4.38432267716871	0.0499012113957317	0.100115546160213	3.06971927950045	0
FNIP2	1.71130464292019	3.40169567560427	3.42782486798703	2.89937565611029	3.51337053144937	2.90827269577833	1.964476483468
CPE	10.865791468385	11.1538755320739	11.2974792815836	5.00793980427673	2.17906937928786	10.7992518192437	3.6180874845429
KLHL2	3.47106655003907	1.40858386659918	2.59492834023186	2.72858913178384	1.83501258562443	2.85680772256468	2.06494091886936
PALLD	5.1167854753073	7.21068234490274	4.9511905007303	4.04258784375266	3.92777519541266	3.57157331441145	6.4610365668352
ANXA10	0.844788888361237	0.298082278749938	0.725426734837033	0.377392045059478	3.67248565988455	0.0933565332213444	0
DDX60	1.32142424154092	0.723184993278899	0.912121062550389	1.97492061092211	1.68491461373506	0.398792998205989	1.59986234418273
DDX60L	1.45167637808053	1.29369477118835	0.960535003770549	1.32133317749202	1.37097704299497	0.460253268799121	1.18445950713888
NEK1	2.49601994476533	3.70839668440823	2.93068413089627	2.36800226555759	1.97801605008866	3.23231043216545	2.89327656024249
SH3RF1	1.44876776851419	4.35525643424529	2.67738163587455	5.04494029594484	5.73989086704855	0.581217219605737	2.74417919081159
C4orf27	2.21663583165331	2.78205042499815	2.47029196049312	3.04844666278879	2.79880144597383	3.62339427528967	4.16766380338547
GALNT7	0.654083840602178	0.90523500340914	1.05497481209847	3.31517118668962	5.44536845003797	1.69349054565067	1.92216734786218
CEP44	2.13146885388941	1.61783114776856	1.27718420485283	1.86726317736137	1.61004577258972	1.82762192957717	1.99039226181756
WDR17	1.67494665127686	1.20960120556205	2.65667893835745	0.259276530924308	0.228838231917661	1.94313467166182	0
GPM6A	2.70448493272217	0.173661818115051	1.44103128534122	0.123264838805133	0.351082906844707	4.68391310893192	0.189524124310379
LINC01099	0.212557162883971	0.0178769554902404	0.549926106920331	0.0364578390390725	0.0138606055333029	3.52697661654432	0.107843825008264
WWC2	0.184819179554432	0.893546793764393	0.619644081078897	3.16934278929207	2.98040223482327	0.085259328065903	1.16212581117129
LOC389247	0.396825592452568	0.327344736652757	0.0954261415309973	0.178966694902795	0.308415160873763	0.305035159421306	0
IRF2	2.02688052845655	1.9685087757696	2.59870579287796	3.73255365226844	3.59641759896444	2.04888198303369	3.90329229274373
CCDC110	1.08075915181177	0.475588581140278	1.00719272163774	0.652957715429007	1.31545219179968	1.94178855362238	0.269836727215453
ACSL1	5.33167040446567	2.19453325052513	5.47136014299198	3.25471767061018	4.25417127196376	4.59761436386485	4.933271165309
SNX25	1.21098934987846	1.25147581984696	1.03835681362885	1.8660375766043	1.43209917957319	1.1260717486755	1.49210731084628
KIAA1430	3.1066933795643	3.11286218718491	3.10702844013689	4.25933928942395	4.20937340844857	3.59661243745094	3.96864889603565
FAT1	1.34996584339508	0.18939796664225	0.67913820852604	5.16583965487292	5.2238355058277	3.14443524780538	4.88904273042248
KLKB1	1.19363757712516	1.56398948249486	0.778920096040425	1.29603311618522	0.684869167705167	0.492566957220336	0.0704275569109594
ZNF595	1.02077305209907	0.851824287850829	0.936604292183769	1.31952233085105	1.09076955993804	1.08876401940451	0.594435102617879
ZNF876P	0.465788214377003	0.662151637181714	0.682248340922919	0.314775072491165	0.491947146998355	0.561170705906812	0.300735269220496
ZNF141	0.727873506227076	0.782815113603153	0.676299832624464	0.957238084210244	0.756354953971394	1.14224967020177	0.911429963273913
ZNF721	1.83018307149157	2.18021758833139	2.03896018621469	1.91688339401887	1.62538404831166	2.04458039970403	0.848791656037142
ABCA11P	1.470455273326	1.77429793698054	1.59154979610282	1.44029239994231	1.16227297861382	1.80917014654099	0.883083082689938
ATP5I	7.7017503055639	7.96470973650717	7.89361522044043	7.49480468288374	7.69183686341869	7.99914900156855	7.16561213916669
LOC100129917	0.648861747319016	0.598266718855233	0.553820425504853	0.391329416467434	0.557342599279994	0.61432990309622	0.45840791003759
MFSD7	0.0338354637751672	0.107354211943961	0.0492859738412062	2.12402120889075	0.709536211375885	0.0685143369101585	2.86001752860201
PCGF3	3.31765731876398	3.8325941504482	4.18877322265636	4.4487666769827	3.77637057264659	3.64929818805695	4.5489514377948
MYL5	0.352861530983359	0.412124310211197	0.414473129709767	0.801218304304244	1.0618116382118	0.435097683585906	0.857644705398453
SLC26A1	0.179273733466786	0.317290448243331	0.242840462924418	0.396013866027324	0.520979421475781	0.168030883617303	0.351025879548829
DGKQ	0.650199876129752	1.00535261422018	1.27210491963591	1.16786442819642	1.57457202944285	0.400729338488437	1.44367855781073
FGFRL1	0	0.0659920843668568	0.00656474664622617	2.48567335720673	3.13864773009453	0.00956797314585427	1.36872010632438
TMEM175	4.44967572457533	4.52953644587162	3.86696631348158	3.4356448075739	3.86274321237406	4.46148584489465	3.06545914518961
IDUA	1.07309911285427	2.73240178967557	1.60797399315525	2.50538871432006	2.82679361134988	1.2469821416773	1.96282298496342
RNF212	1.22226745617357	0.649102952150061	0.734164592834062	0.50659784586315	0.446488078058867	0.522196581791023	0
CTBP1	5.44919410941824	5.99673654849275	6.42486806455984	5.63808568401689	5.84921994970333	6.31380351976878	5.90298577321065
CTBP1-AS2	0.70213101757965	1.01672649392873	0.653607093487857	1.81638676940752	1.90687032235361	1.18589339553386	1.72121045692585
CTBP1-AS	0.229336152374114	0.308665809779027	0.486242492755637	0.209534176990758	0.344732130786647	0.225617120428027	0.540384286497467
CRIPAK	1.24327711363019	1.50957702587644	1.24851083012953	1.28864459833006	1.38642475640217	0.732177802370875	0.934213692277804
UVSSA	0.990824602982138	1.27234125298776	1.20016516707947	1.36196706666448	1.39799094881812	0.945809517400374	0.881329508569417
FGFR3	0	0.0829767203063019	0.11324148120898	2.78725922816923	0.461650218060703	0.0128987596177236	0.0273117213310096
TACC3	0.113021948106068	0.224469191930381	0.195159099232466	0.665184344661279	0.432095063010978	0.790850904103997	0.262191927511945
TMEM129	2.99403642314338	3.19384711157043	3.07002291803069	4.65234291746921	3.69225106912391	2.82989255819197	3.95743320996766
C4orf48	6.49408612191602	7.75291903183992	7.0825165046724	5.85360771303736	5.57472608708159	6.81116135336049	5.41475692894267
NAT8L	1.60532325111191	0.3271102605856	1.59111319714452	1.04076477456964	0.207366566543279	1.82913081612378	0.189511644425211
SCARNA22	2.28292650159013	2.8257037743535	2.78637048408588	1.46702322633486	2.12584798207074	2.37383377108904	0.436994077875163
NELFA	2.00250289349581	1.95289337992421	2.29370158055565	3.22209373453284	3.04365528743437	2.46142188160699	2.27261591562571
MXD4	2.85394858102822	3.00639784383775	3.90612340493263	3.9829611185337	4.59169116451362	2.3679572555527	3.64557605656181
HAUS3	1.02871929496857	0.889394577458299	0.844317242872112	1.90868631196357	1.53315077238595	1.2642118726214	1.99497712661115
FAM193A	1.57566021114354	2.09822684512447	2.04325729285477	1.89685971113023	2.11398084860988	1.27578944484958	1.72936937563536
SH3BP2	0.518612027142057	0.861200586854646	0.535681070882986	2.38625425839445	3.90743188468029	0.505335096304158	2.89509880742809
MFSD10	2.48605246778296	4.50394670068712	2.6067429061324	6.31254254678064	6.43792870011413	3.40396674486862	5.40843648326268
NOP14-AS1	0.856206510530294	1.00895719081728	0.773418314629272	1.22078480250881	1.24315802645845	1.42711525265977	1.12613466380712
NOP14	1.74381152799117	1.89490184529856	1.4246741467468	2.75744037943524	3.34226289829647	1.84268181219036	3.38639122929116
MSANTD1	0.0301957930638732	1.04470271920824	0.048255071764132	0.0502302876269421	0.0963366304805925	0.0373025522259632	0
LRPAP1	7.45532778104845	9.21591513429368	7.83193436293212	7.68770946588184	7.61316344566459	7.84752219802443	7.51878792206227
FAM86EP	0.242121772844192	0.47774246449354	0.305566126477648	0.629673772210374	0.562072121056192	0.517363067592434	0.055142138063776
LYAR	0.53317217526515	1.0701204849196	0.499224299529253	1.3466274935976	1.66520663581847	1.22382062642462	2.39859846694038
TMEM128	3.88770631518934	4.00115902265009	3.42910486251066	4.25337898595165	4.14031960514794	4.7932589297095	5.11738666067459
ZBTB49	0.485736930673744	0.440360690486479	0.201959693590919	0.830250420358108	0.871390064718377	0.523372066178328	0.929542239074034
NSG1	4.92026713737275	1.59262947045009	1.82413370280533	0.0769283347685567	0.0781838586726969	2.73134341501469	0
CRMP1	5.25878949987548	5.02656902004245	5.68547827182436	0.790105858737049	0.355047539294973	5.35938066759646	1.36174585489901
LOC285484	0.444651517721041	0.561831879012511	0.236027932353239	0.00170015065693137	0	0.838535653159918	0.0721858284975394
LOC93622	1.2480273851126	1.54137488119586	1.80037190252677	1.7342751133995	1.61093757706419	1.63923823876926	1.10555136856155
MRFAP1	8.19003327443764	8.15185612872858	7.89859208172479	8.40434596933813	7.90571942747698	8.24510002917412	8.43430714025484
MAN2B2	2.44011208376131	4.15053958595755	4.0346637810595	4.28345017955403	4.1589316352903	3.03008286735305	2.74264726716617
MRFAP1L1	4.89025632735203	4.98634224999631	5.02613041686636	6.00000990737661	4.86628018820416	5.69877743449489	6.32146105295429
BLOC1S4	1.38881804701186	1.29110359460191	0.970694556543054	4.10466725905017	3.41100746623419	1.44737304491821	4.39584257859784
GRPEL1	3.35752637328187	3.29769184885387	2.75467982112388	5.30778572555939	5.68623111918837	3.91533590618458	5.37049606459423
TADA2B	1.34520862940393	0.843269713566633	1.11484958645703	1.36392631426153	2.00778666296775	1.03251872274768	1.18927767105354
FLJ36777	0.378553119036211	0.470161853892388	0.412995560328164	0.0436731582076355	0.172310295914689	0.270661827138055	0
SH3TC1	2.2598156735508	2.02484280759655	2.80289675458907	1.28437980649496	2.41096062084073	2.23724320063212	0.456015302056127
TRMT44	0.42500326991551	0.496521570141555	0.322306863288269	1.25140128044104	1.16032617929929	0.414658672504861	1.22614943337437
ZNF518B	0.872751409363542	1.08490506655877	1.00276657240227	1.29672268046795	0.979731875440565	1.70599199671249	2.33826255415974
RAB28	2.12545414306562	1.86341103145767	1.92587317196867	2.25072484015349	1.68772426907907	2.22261072978193	3.82325106038798
BOD1L1	2.93091888750425	2.92206725409555	3.72421616266445	4.02580428980399	3.42381592353014	2.23158360101658	3.38692770648293
CPEB2	0.841412575101283	1.07446197737733	1.8196533600435	1.63806325816518	1.15141251513004	0.76635265607811	0.260580026000081
FAM200B	5.42299350158259	4.26312504400666	5.10783129648085	3.84812771437654	3.01898643081529	5.41040701380302	3.57328925145637
FBXL5	4.20659594891073	4.7993069108042	4.76292336210884	4.98441391994014	3.98266936306952	4.93067909870884	4.33308098893995
TAPT1	2.91668097290101	2.64953910032776	2.35510024187273	2.83276246444933	2.64578647749803	2.34388351440897	1.08745761811337
QDPR	8.74367253965836	8.75116512079826	8.33686509835142	5.37658454669756	5.42639806041409	6.88374251236121	4.39377426809185
LAP3	2.24094157287793	2.36333336814909	1.7170975458762	5.13886520940533	4.75329028363766	2.1744269631024	5.46508056637465
MED28	3.16004583996042	4.03679598552266	3.13423827073629	3.7955394555866	2.93527349217817	3.71488870137658	4.52580858745796
DCAF16	2.46476060202022	2.1400761669773	2.84424036851584	2.32974264877308	2.21071487657717	2.45910493084495	1.26874957141097
DHX15	4.42658938763834	4.39910795652889	4.88012010861215	6.28494058679123	5.5214164299246	4.36081536900007	6.07764777475829
SOD3	0.316394461144261	0.0916259133342714	0.100774223718612	5.21176719677428	1.58549831191245	1.83043389091413	3.50623982951411
LGI2	0.0451281058407485	0.590897352246842	1.60006592713976	0.0312701010761089	0.229046703463503	0.105615200706733	0
SEPSECS	1.41742829635928	1.44384596667134	1.58650658622781	1.92341967921709	2.69523201623248	0.823706294243249	0.579994002137141
PI4K2B	1.31031098563259	1.38093968173477	1.25427052216851	1.61704052155435	2.09590874201923	1.04483000402582	1.0882918502058
ANAPC4	2.18526933628703	1.86567722289018	2.00115237954241	2.84507446633945	2.19824982732405	2.22339481023359	2.50041127874495
ZCCHC4	0.820718137334655	0.871785463855849	0.765327656020179	1.28712793058658	1.19762900648423	1.1503746527321	1.73012645928205
SLC34A2	0.0253539980929965	0.0191177540223354	0.0241351572397323	4.19809869460348	0.171371185589849	0.0173083507959387	0
SMIM20	2.96495135570153	2.96764448438926	3.09591250074554	5.14292772321954	4.63145243730528	3.40005370769835	5.04252101460839
PGM2	0.481684050814231	0.368833210806647	0.751442969328129	2.74841206708351	2.36920116827389	0.812460658670892	2.1512297444633
TLR1	0	0.0471639874810998	0.189465315713432	1.76014154351631	0.819471409311096	0.0624526486311266	0.0756485383777941
LIAS	1.30778205800422	1.50943543959624	1.50700676927772	1.9475268694877	1.80384976081112	1.69647315575747	1.30456005050738
RPL9	2.31435757898839	2.78004774877808	2.66253740981712	2.82338069610215	3.73679476519326	2.71175278466462	2.98597843582686
UGDH	4.49842438699514	4.44127125254663	5.60371686168207	5.41023967683121	8.5717409530447	4.95303305271033	6.41222816159023
LOC401127	0.306271627406321	0.485769370949396	0.50600946048386	0.497353787312589	0.594864605103845	0.473923509197843	0.604822291760932
LOC344967	0.161864515840485	0.417470820602464	0.720015432274543	0.497033871955812	0.381871954799297	0.165027406779349	0.63138468660831
UCHL1	8.80111956939838	5.24144017263342	8.3633093292282	1.38604291109441	0.766047649652723	9.49675671960789	6.40067964219911
GNPDA2	2.10243233913325	1.75688953573664	1.712218895988	2.18698839347211	1.52777352514812	3.35583133276587	4.25162111746029
COMMD8	3.61397389098135	3.0540147045033	2.55069307541489	4.45338757251772	3.68652934768816	3.70883360445096	3.46572482510088
NFXL1	1.35526843835863	1.94451509213701	2.57326758102617	2.21466331547309	2.96156732968031	1.75647641938368	1.90369291099209
NIPAL1	0.0639919650630772	0.147757939949116	0.0614944036379713	1.62420536248719	0.547718271725149	0.234253935132006	0.0940834559449805
OCIAD1	7.2010637214379	6.64969204046582	6.76176096958888	7.21041852566008	6.5319004320598	7.50828325708836	6.64662474880933
DCUN1D4	3.00049616122448	3.11366783645252	2.52892573321311	3.72860836634329	3.55988222472133	4.64319008343579	4.91942474272031
SGCB	3.5690357340062	4.67412552156858	4.44882298047713	5.15573934620524	3.5913807933735	5.66113049037532	6.30152103712535
DANCR	3.65888117428673	2.70460967416869	3.79843236908303	4.33919632373517	5.09614039602866	3.78749796710904	4.22324270238457
TMEM165	3.63573263769534	4.11450151444338	3.34181891848623	6.36898846235121	6.65794737858245	3.61093375189632	7.44660024855133
AASDH	2.17341421549052	2.24972278354541	2.21669022761156	2.1077436671087	2.103846701881	2.33716622084065	1.60011575491082
PAICS	2.79117113564797	2.79073060148875	2.33677302177241	3.94990828647171	4.12527262097677	3.78780526672444	4.92834273208866
SRP72	3.26308843338009	4.02660438492993	3.94784839463035	4.99795026600305	5.48741931684854	4.09017838965783	6.11043850662693
REST	0.0712675369223943	0.0687781913606961	0.04022730944039	5.72449835570716	4.85409069574751	0.246509820881168	5.46085046847463
NOA1	2.08517494439711	1.70731699058956	1.57213672579324	3.2496572343845	3.42555632403426	2.52284131256948	3.34837050268536
POLR2B	5.08863495493184	4.843693771986	5.02519638626823	6.93935940545521	5.97323718137049	5.47016370216166	6.1749878947505
CENPC	3.174790280262	2.59575577416562	3.04056354113509	2.20540035852283	2.3276562423017	3.36715048359789	2.10580557942026
UBA6-AS1	0.932229766755906	0.943965386062735	0.929534388757277	1.63088640226737	1.20902063283693	1.47151826285393	1.03999999616784
UGT2B17	0.0780981627583877	0.00658240577761853	0.00984845321036836	1.25696353328819	0.83485428016795	0.0211965613666054	0
UGT2B15	0.135828882833708	0.0660759247644166	0.084490506924612	3.84850831467092	3.10694805586082	0.0737205219791078	0.0911984819913054
UGT2A3	0.0216805790466439	0.396296139962773	0.151789352675172	5.58183861221233	3.01327404523037	0.0199869432206148	0
UGT2B7	0.217573389013515	0.00729344479841793	0.110450823661723	1.07537769281858	2.19767695130015	0.00801034953285793	0
UTP3	1.61010355772089	1.42947944446552	1.4900237175206	1.92270628546632	1.86806775803666	1.32056162593571	1.97873747144308
ENAM	1.25345436971704	1.58535121326047	2.24803692380467	0.773214000536825	0.574210979568578	0.244240623096398	0.0248651493366375
RUFY3	6.77284810074382	6.0568966403983	7.13621151841289	3.94034084835829	4.13384815332738	7.32465586281402	5.27591881310923
DCK	3.74246990357136	3.40783410728746	2.8024855365979	3.51006489773943	2.19155792631452	4.45108796596492	2.41799721822775
ALB	0.0739092673773172	0.166239058029696	0.302503124206563	0.957224877773149	8.29550847823916	0.369276737191159	0
CXCL6	0.186080532914454	0.161214561024991	0.0625445813080386	4.81157646264429	1.44383765921211	0.113891654270697	0.255170610330468
CXCL8	0.0805520155177114	0.271304564776959	0.103522247516257	3.23573436509781	2.28195822449441	0.109014676017293	1.20619089313637
CXCL1	0.0231958572347437	0.29208112074592	0.050444307866381	3.25294353990173	1.62764422777935	0.0984168503839448	0.24474607035437
CXCL2	0.021386990168896	0.13411482554655	0.0475004929132528	3.10740622644744	4.26344894895728	0.0965471763983016	0.163392510086695
CXCL3	0.00556301127998365	0.0670366515581282	0.0131700175996878	1.25846263065184	1.56674274234963	0.0535220680963524	0.185527845941686
BTC	0.411017837890565	1.07953797094848	0.372406871526977	0.774668607952396	0.760232565490793	0.471493309534059	0.0891969097645506
THAP6	1.59801520259631	1.70913873020165	1.73353499821838	1.97097462295328	1.85794713513872	1.95193738614173	1.51387937900915
G3BP2	6.31981965899812	5.32898292776585	5.52357655551256	6.11866135811597	5.771909161566	6.10916932469713	5.38105190684016
NAAA	3.3822716203572	3.44974934880134	3.08931918095799	2.71576797756015	2.65135334500089	2.37706454147961	1.93544642789183
SDAD1	3.43477698364499	3.58628402347037	2.99338134449103	4.34781937976118	4.06024237081072	3.94870147599991	4.68433271926741
NUP54	1.96899361001967	1.87486074899311	2.07205455406906	4.03064493137781	3.24473431274091	2.20861770476965	4.19678902649955
SCARB2	7.06496485032618	7.41912101793807	7.26476023598541	7.75780604266393	7.10802001827933	7.0385541181744	7.58145270871918
CCDC158	0.98659137287635	1.21193095585108	0.942897441028115	0.323380728285246	0.109230194544055	0.596496567309001	0.048512535559141
STBD1	2.18646640874417	1.69376116730613	1.6846883722002	2.76645222006562	2.73827392458445	2.69224999434456	1.09571919469635
SEPT11	2.06496065891404	4.33520679154421	3.85099232865883	4.05861611693744	5.33525174427417	4.04658163194268	7.68322753836585
CCNG2	2.60355571750182	1.00007621736221	1.95458564847893	3.24550112124393	2.61435336674077	1.41735568374634	2.1791811476163
MRPL1	3.39835632699024	3.36406851066716	2.63504118575788	3.17415002741489	3.81204042072882	3.86745535896405	2.68008418871712
ANXA3	0.148418768427455	0.433915169135907	0.112816633125267	7.90161215038355	3.34344863058893	0.887040745923591	0.0792549847585614
PAQR3	0.841523691881364	0.297702876209298	0.7301276292495	1.32598970769976	0.977743737876564	0.629500439840948	0.886428249986477
RASGEF1B	0.566080145784328	0.818380069922574	0.62990463561628	0.784326839674566	0.756222148528041	2.10259855323314	0.885677872972494
HNRNPD	4.83456087878643	5.1907332158509	5.64363240327345	5.81658439920516	5.5359565563714	4.0387053597325	4.93391187782272
HNRNPDL	7.1610013875723	7.05927048093367	7.20018413483825	7.52278533694842	7.07651176079825	7.19930110633663	7.13839829126068
TMEM150C	1.99068852958443	0.0580483657845325	0.924407350984817	1.51485162458941	0.796641057796902	2.95506950666275	0.553417480014614
THAP9	0.668319115660659	0.394643215848927	0.485060795402242	0.79454849876627	0.527108647509346	0.630378312948965	0.245547337349656
THAP9-AS1	1.1908140928855	1.03739340447368	1.00549043279697	3.00033225165181	2.12168023592479	1.51236070911009	1.64548895589808
COPS4	4.70545028756299	4.22850852549754	3.77002297261839	4.79051995369569	4.04579601654796	5.39243360924019	4.25951747687261
COQ2	1.58938847900754	1.68923358621299	0.798561893471636	1.83450278207748	2.64956831609726	1.58290378827305	1.25461974095925
HPSE	0.261749837156506	0.67968079332492	0.0222127854073915	0.692787593165857	0.396366362571479	0.29807006263879	0.0894757386267727
FAM175A	0.596350539928661	0.820265875376896	0.623996654922292	1.15064550494278	0.977344908862325	1.0817391990541	1.33038888008166
HELQ	1.42765264490213	1.42229151194327	1.21518665641234	2.10788399007589	1.64392017154927	1.95272871756249	3.09670180409695
MRPS18C	3.42074255155263	3.71245434430632	2.92309148032063	3.85681988203461	3.93921792796344	4.26878596000943	4.03002694856966
AGPAT9	0.279310829908311	1.21404817593023	0.97161260260907	0.55530422559642	0.36806147660708	1.24389390805961	0.0118931668263941
NKX6-1	0.780748759549863	1.0725293569824	0.871713588340689	1.14957272183408	0.0531096372585456	3.98394780577871	0
CDS1	1.41790192296417	2.15737439909714	1.64289632828133	4.04108197960258	3.92549428344315	0.911960278077226	0.219040128719408
WDFY3-AS2	0.511186769862451	0.921818787992283	0.825930092575386	0.424039258692478	0.180996556592899	0.797692130611456	0.545036153822642
LOC100506746	0.661696390597194	0.308134914573133	0.523938350521749	0.802111750710662	0.582380635722232	0.711447326091028	0.45532004679329
KLHL8	2.33642359612364	1.69464500868455	2.39698870429651	1.69218379694686	2.09239174537081	2.04459458954635	2.04723424051889
HSD17B11	2.77506323179388	2.20800707999149	3.25984174554408	4.87240086145504	4.34273613770785	2.74557604694089	3.87199768126076
NUDT9	6.07597659481196	3.5298257440939	4.23910129007634	4.82561652128724	5.1726143351509	5.20860949517316	4.44116527658828
SPP1	1.6884252432953	1.39900027890065	1.17189863092541	11.6306986721866	2.99165121637918	2.2706069690513	2.20472034057568
PPM1K	3.6728530531964	4.78833540959995	4.35928705701109	0.986178155637133	1.83726375180163	3.5400159450118	1.3586467402801
HERC6	1.49659501822059	2.03717419432698	1.2867227573366	2.37021229396801	2.11731004918667	1.62580425628672	0.926181831571262
PIGY+PYURF	6.66747753132853	6.83272838373517	6.58231112935773	6.5184370442645	6.21284941435787	7.55747935287262	6.66924277289075
NAP1L5	3.71403375798239	2.2015468961317	2.19026076680186	0.55685500494875	0.64979103179689	2.89798861775117	1.12465148778087
FAM13A-AS1	0.204831291658054	0.281965132113127	0.22531481623663	0.25233134135452	0.59551898244468	0.228864120043375	0.120158500261876
TIGD2	0.964912368286154	0.495547704085756	0.781184753996567	0.867845316060277	0.936382108744061	1.07540737588155	0.51341011790485
PDHA2	0.237763499376835	0.113163686100851	0.105147916309292	0.34127657439382	0.16310613764667	0.196483568057304	0.27252896115068
EIF4E	4.01603762468357	3.61133026628276	3.58108146476553	4.05785994772682	3.10851309318734	4.11542726914318	4.05157510758427
METAP1	2.28843623381394	1.8283627983892	2.0778704428287	4.53095388011006	4.19137008651042	2.85456890226088	3.61489360855678
ADH1B	0.00556301127998365	0	0	0.916830138943703	1.73594667002912	0.00486148339713632	0.148984056553826
TRMT10A	1.32423967279218	0.899193720945414	0.570734866392292	1.4529121764848	1.84558794953347	0.662840498857331	0.522167868663762
DNAJB14	3.3046589959106	3.15031567247162	3.70325332380924	3.73290724505312	3.56782786052003	3.38138835251196	3.71419461853678
LAMTOR3	5.67333264021902	5.16609301652598	5.16999870375541	6.40195425799822	5.62266779869489	6.20959204325934	5.58783934572653
H2AFZ	7.5006005066256	7.54407495857832	6.94009833467812	7.1918938410269	7.05373441746368	8.38070516872592	8.52767885649816
FLJ20021	0.524744346441	0.459526888883654	0.465769360839851	0.710361592507757	0.850238048453198	0.364943112065311	0.834789442633822
SLC39A8	0.992747337522073	0.493572816426996	2.48772304680974	0.493513731667745	3.87711355799706	2.24702615775708	2.98510790014583
NFKB1	0.848155472628776	1.96159942029437	1.89285638065734	2.99716905983326	3.49067888346611	0.996085215328441	2.48954871445376
UBE2D3	7.4938580521147	7.62371075649777	7.0145174650107	8.00979914170401	7.30842090698045	8.49571772797759	8.26348919320039
BDH2	1.6152440370054	0.64914939437326	1.11375735770124	4.90355786954577	3.84906411837799	1.2543796916248	4.0954874115982
SLC9B2	1.49350614364479	2.0997237886962	1.95317501370338	0.678792444157714	2.53355636793285	2.51785698063619	1.38442289037747
CXXC4	4.18084360009364	3.77405916380235	5.9497799252657	0.111233868758445	1.02756419884833	3.85227889127715	0.282277976632699
INTS12	1.75817069123155	2.10852748348756	1.55520831632116	3.38596711402891	3.0587554030553	2.0874702648219	3.51334043026885
AIMP1	4.67827895901287	4.40023413138944	4.67832832569519	5.23318769218035	4.9901463375673	5.0863482635165	5.26447854119428
PAPSS1	3.88393485303515	4.30476717929208	4.06632764739637	5.16016586383472	4.75139811462179	3.60862520653762	4.14249418082125
CYP2U1	2.58549149172361	0.572258701587979	0.905666800078241	0.839910184848563	0.555524665086105	4.02935567816519	2.32599359206877
RPL34	7.12723992238335	6.71610744454198	7.21269515948339	6.98761498289728	7.80082842845894	7.38430469653119	7.12756562793334
SEC24B-AS1	0.34927425945013	0.399829588925353	0.443470370553216	0.384432213714533	0.157226379112588	0.185736157936488	0.13814163306556
CASP6	1.2196723560639	1.67415872008296	1.24870692626596	5.3039585955174	5.01474917396997	2.33749142228066	1.88503366479651
GAR1	1.20656094473196	1.15627577639351	0.850740498735034	2.51316515071869	2.97618618627801	1.414339856726	2.33187527960661
PLA2G12A	3.39716173599663	4.22164306074501	3.97932761958305	4.12357222774685	4.9184490262138	4.03452324287862	3.22370892393746
CFI	1.99163976721169	1.68014103388297	1.94340742876837	6.78286640087407	6.50869990108447	1.64269300535718	0.914068045599017
