gene	delta	alpha	gamma	ductal	acinar	beta	PSC
MYZAP	0.0253539980929965	0.0200826579657465	0.0121385586076954	3.04890675277606	3.33818487153483	0	0
MYO1E	0.311281937730627	0.361087338239225	0.0504244408444624	4.61908365800868	2.71742720301232	1.04199957862467	4.92015358648072
RNF111	2.59390625284062	3.07760846106077	3.39693400554642	3.40913713937823	3.22288436685071	2.52239722917438	2.40056987585331
LIPC	0.204277441892857	0.907663563732802	0.0307106789285583	1.08951204095811	0.168277573552128	0.0467742825938045	0.0826963347416994
ADAM10	3.51406301099179	4.32498780205466	4.05376998970794	6.92140674656845	5.13640529450996	3.81048724369342	4.65927368973525
FAM63B	1.52202114537012	2.27451684737075	2.2665763178488	4.03318205762634	2.01713674863754	1.93473730716593	3.03602848796176
ANXA2	1.03633712078581	5.84841029943705	2.41197418802144	10.5637455522743	7.31598589268504	4.44821485803799	8.66357354641391
VPS13C	5.8319592064152	5.99058849565894	6.20611697307914	5.75925317725341	5.2921045781946	5.95525810644489	5.49672912225899
USP3	2.0949681100449	3.37940719674446	3.1342575440202	5.10720630326197	5.11206217902622	2.86691361354855	4.10729423100233
APH1B	4.20546977015165	4.77871085601733	3.35391341297479	3.6942541998457	2.50349432208731	4.1109484048232	3.09360998905054
TLN2	0.293218582798596	0.301981358457965	0.287171868882361	1.08285045595915	0.754597254158181	0.719258146853718	1.6911629867033
ZNF609	1.30282200510712	1.98241518845488	2.5797258684978	2.51232660037088	3.15663679212438	1.41907619856724	1.50147173808209
CSNK1G1	2.18008644937279	1.90235239817238	2.03554656205617	2.99290274145547	1.96291690994358	1.43539585491306	1.96900233426085
DAPK2	0.251472919125649	3.64840850691469	2.00243052733292	1.85519776529427	3.57111024321795	1.2172259084811	0.390870518887329
LOC101928988	0.0640682900092209	0.430766148698086	0.352088388719042	0.0667633954937042	0.279261652019088	0.0401264293574363	0
DPP8	2.91659207383632	2.88223007804017	3.15325559817518	4.45089497913166	3.93935290440827	2.81128659260859	3.57214560631265
SPG21	4.68708338995151	5.20067311634892	4.58975175253595	7.0591588780094	5.71922118030053	5.29098128740984	6.3731857174318
SLC24A1	0.227850698332775	0.594254009133999	0.531718577763457	0.747178532409036	1.15116221621245	0.34781279342108	0.732712242466602
MAP2K1	3.62210899870927	3.5367029602656	3.88247096261505	4.6989345121352	3.92450076140537	2.97957986333375	3.97898977538668
MAP2K5	1.4831123895089	0.872466602004997	1.14087081813888	1.83271200050527	1.9394934822736	1.93485176474665	2.00582905291897
AAGAB	3.10787698769903	3.43566414258861	3.54132679931219	5.23284542185471	4.00168306982211	4.56002879657396	4.14009735652579
IQCH-AS1	1.10793155791303	1.12463340627948	1.2880930084779	1.34103464293477	1.65842896458423	1.20349032326451	0.492702219402027
SMAD3	0.730698499177131	0.36034510500987	0.338282164299018	5.99393477305213	5.13255805250523	0.313708135734468	4.02509106991985
IQCH	0.536237333143305	0.329771873746933	0.358473653488733	0.585228352002403	0.476132402432144	0.438469481617165	0.0702948795240084
PIAS1	3.77923997436891	4.48201397087483	3.98978596807414	4.94777277916239	3.28558537362084	5.10687751427989	4.11372083033556
CORO2B	0.154137157834682	1.53904336769456	0.0582075495975052	0.494717562957704	0.00891811347580687	0.388919463551987	0.62458848206779
ANP32A	4.05351604427735	4.33546001737281	3.83581340828424	5.30882376627696	4.69336263904558	4.4365380374779	3.8485579116188
PAQR5	0.0230122069238586	0.0389822993927295	0.0837053049131631	3.74504226389797	0.0530941665687162	0.0210429116564431	0.82431400951376
GLCE	1.72075616571961	0.782642751988205	1.47982347605555	2.13108412370193	1.23128610631222	2.11354406530558	1.68106454619471
TLE3	0.0959441389147426	1.93828960892208	1.77463888692695	1.82139200611593	1.01104524510176	1.21368007596047	3.34894767163684
UACA	0.512227288612271	0.149101769381542	0.489267869849723	4.98447650990445	3.48341125345405	0.0228687681721122	6.88908160496735
THSD4	0.176654979078791	0.0936309665409373	0.232126968377639	3.96214514969491	0.565862234036129	0.0188491636716133	0.438290531265241
BBS4	2.61675730428001	2.2265190636906	2.24036287191538	3.02084712552441	2.04510881194683	2.87962399746648	2.36712779976568
ARIH1	1.80275077583936	2.57233661565599	2.46642192856224	3.65937182065217	3.39048231709079	2.19306137210378	3.1089432679295
PML	2.08045198463938	1.74009705393419	1.70333575900631	4.11958521296983	2.91092074175107	2.14293990191285	3.93211827054589
NPTN	7.11371006880574	6.86380230751792	7.45088318568679	5.87585792342174	5.26450731704981	6.54571234493765	6.23386175601077
EDC3	1.83086414041978	2.23845953386689	1.9386246098219	3.91961040716746	4.19043732290173	2.19966523119759	3.85400158930866
ARID3B	0.309263122947261	0.415614476301592	0.394845287869689	0.597554735712889	0.65834535016973	0.701576689985415	0.611569710859052
UBE2Q2	1.84574881401089	2.88629795982125	2.99851740826595	4.28011408754437	3.89380252120116	2.5431117396345	4.51090425290774
COMMD4	4.46227307192724	3.84307574935519	4.06799288399684	5.20499791390903	5.18049012329041	4.04698004550042	5.02011687900454
SNUPN	2.39560801785238	2.6133593836287	1.98555046758997	3.86345552573097	3.57744768346071	3.09849409398418	4.19090293829025
NRG4	0.0437851219639938	0.118296311095569	0.261538085715195	0.265312937162245	3.43222259607499	0.107296309007617	0.0759183707733603
PTPN9	0.685987991724089	1.44691658358721	1.19861493296592	3.49895745507225	2.71961934781539	0.784647981729557	4.24065989508091
SCAPER	3.96179181738002	4.10566197514825	4.41602695045635	2.99391682234693	2.54480902016069	4.20092749836676	1.4117474655498
HMG20A	2.6806149167102	2.26064910900715	2.2623303629883	3.73691303326555	3.08049309521269	2.58775156194547	3.70280043985551
RASGRF1	0.190669919298679	3.13099037333299	0.351999168247322	0.0963610766121803	0.120597550463834	4.70650426254392	0.233897942692415
MORF4L1	6.04200028996051	5.87730397856748	6.15750378378787	6.19692877436527	4.67449543376484	6.04566232797504	6.69414239001679
IREB2	2.52136829218683	2.58577374369962	2.77681124160757	4.15905595659197	3.76920088025635	1.66837257196561	2.52241787214094
FAH	1.14196003635122	1.30288477927652	0.817628373035593	1.59854166457185	1.78703601779486	1.0102225754654	1.45360643155374
C15orf37	0.546164761959157	0.801368548288257	0.666290159838262	0.819682434746758	0.887044261138701	0.703060983539991	1.05814920855246
ST20	1.02934044816921	1.33349380078327	0.987999869155257	1.15842102130864	1.1208260340909	0.964023070621409	1.06424216711766
ABHD17C	0.417555081374725	0.612182671464793	0.664346682976647	1.2800171421287	1.44742167480212	0.646001638486949	1.01609153086386
CEMIP	0.461335448198255	0.342991992692592	0.661621987981878	0.107437496093008	0.23112842457489	0.300178005728021	0.283532656556796
EFTUD1	1.70001650247538	1.60730177729316	1.56313935555208	2.58707698069222	2.23872752485912	1.78354625235516	2.80375989807574
FAM154B	0.509702253768072	0.412776868752596	0.402033378079628	0.40934098940149	0.5159748606939	0.380436806910083	0
AP3B2	2.95060312151037	3.05178668829881	3.09546051551408	0.183342339386762	0.274605620810371	2.62800580687406	0.267430338910792
CPEB1	1.43950067302724	0.830962279766985	0.706913231298482	0.0415168141283878	0.0854111944769103	1.71623028945888	1.79992277431512
WHAMM	2.17039967728869	1.85181015480163	1.96203599344498	2.79160722676988	2.49132002107125	2.07304052135502	1.96916740987225
ADAMTSL3	0	0.389614874283241	0.0741187438643307	0.290760307896596	1.7470920413976	0.0091330105456652	0.467000752450341
ZNF592	2.21790201768904	1.85261263523211	2.69050263585374	3.01400381359275	2.75747360543925	2.28389382937772	2.22749687214849
WDR73	2.70958652507714	2.28622054634059	2.53365437759327	3.97786629452766	2.90921641266901	2.51735866253013	2.71893456689095
PDE8A	1.85745128504782	2.95002964421363	2.72478518317707	4.0221651575209	3.98925054208886	2.2153765035895	4.49342120340514
ABHD2	6.05635495042215	5.08168176942778	6.18555231850501	6.64225615834395	7.1338744342372	5.87030334635205	6.57210406481573
IQGAP1	4.08601327453037	5.18331982227725	5.46896680091639	7.27163472654793	6.32042733406204	4.9079187990069	7.12788864282842
CRTC3	1.90892520240434	2.68188146256459	3.14172609496813	3.45441703232141	1.96704169483592	2.43772456568226	4.10686681244981
ZNF710	0.585792115781692	1.30341117665445	0.88511312441811	1.18496611560153	3.07763455124584	0.266346523343259	0.340987887814583
UNC45A	2.91312656725487	3.78817587202587	4.08604578159881	5.35276086618091	4.25110569422193	3.59305003373243	4.66386396186288
SLCO3A1	1.79189163989179	0.338525292607487	0.156989655658939	3.14177554842477	0.412399590641253	1.7375349375971	2.10915353517368
FAM174B	5.33274222757763	5.70934829851253	6.14057586826571	2.20680486854695	5.22100042030794	6.13971702901103	2.30844340203968
CHD2	4.60764791556159	5.20055300833839	4.84095975593366	5.57412117786318	4.77782617992338	3.997684579614	5.28512691202981
MCTP2	1.91745607290128	0.633116638958009	1.33090801308707	1.1861959858825	1.23431011227595	1.84708755646973	1.24082828395738
IGF1R	3.79217885431085	4.50326131172087	3.91656525614146	3.96022895034588	4.48851412757526	4.92947493717228	2.46256275977893
MEF2A	3.28282168906905	4.31533760357669	4.20799017808552	3.69603720813861	3.93337716866247	3.20949517375635	4.01260314925904
LRRC28	0.650619900849403	0.91239208789362	0.747828571502519	2.01516478767373	2.35878016874798	1.18873341369684	1.71534293167799
LYSMD4	0.645149822464635	0.415461695564507	0.354554140339828	0.97111884962447	1.01688399748842	0.502478367190291	0.960741763984567
TTC23	0.318032924252893	0.370272117730169	0.575623887541357	1.54250445793597	1.5939770694688	0.633442239502159	1.93067214005393
ALDH1A3	0.153054605082056	0.160203393393478	0.0955064741885372	7.6508087678886	1.03818624290379	0.14584647924293	3.35227273854757
LRRK1	0.0174523942060476	0.0652351800769144	0.025697259716773	1.02161392125573	1.34812655205026	0.165886348983535	1.23671373876973
ASB7	0.598323023398356	0.769263626894046	0.84028314729416	2.01916041827798	1.41747130575658	0.877406990496635	1.48537500148987
TARSL2	1.62264396956559	1.9594840549581	1.91133002013608	1.5785794826669	1.64071521395825	2.03632723673614	1.43569405060744
LOC646214	0.620078177905322	0.909998229196642	1.46300259298623	1.86129843459159	1.3756804665572	0.708069663646239	1.35488932830883
TUBGCP5	2.18871448881159	1.74987798399574	2.0617627145168	1.88472748315313	2.2700318187962	2.60662863983333	2.79408384564146
NIPA2	3.70115823728194	3.83145548435839	3.05447790754609	5.12636744707253	5.27678995283179	4.00751466671755	5.3890828027906
LOC283683	1.00405483422342	1.1382103116768	1.33776624475857	0.0277854653390822	0.0100108304604679	0.870016042969719	0
MAGEL2	1.52736981643423	1.37175983726372	1.03670311396093	0.0151853679400522	0.152752800830463	1.28385042332561	0.863878696619209
NDN	4.17475735611606	3.81159879961361	3.45110252086511	3.26159524683611	3.33811804146514	4.64732418233223	6.094295880944
PWAR5	0.725802427407441	0.737113199380172	0.841143151036844	0.406102716167342	0.344644982549742	0.967164113324292	0.215966658761869
PWARSN	2.11156607983414	2.74580106890218	3.66213709718506	1.02795171646079	1.07052746835229	2.64591328199113	1.0153174698679
SNORD116-29	0.338597776591111	0.424661493429528	0.581082098650174	0.223177647819188	0.124438465062898	0.478796296864875	0.133229155887406
SNORD116-26	0.143048782317758	0.16722701757757	0.289298261267355	0.094728973926791	0.0415164106163815	0.187255192042609	0.259226539573903
SNORD116-2+SNORD116-6	0.202327455800339	0.181264153620731	0.250499196400522	0.0584618474578202	0.0590260480464854	0.202947167683574	0.0184079478908909
SNORD116-2	0.599147110801212	0.712723938059752	0.633203891626449	0.384613450515516	0.262715787939215	0.833576622627917	0.0967441894092679
IPW	1.98845187405381	1.17464195118079	2.48698518371466	1.38221568869924	1.01810889633537	1.95751804285642	0.900552686761124
UBE3A	4.22863170732244	4.12853116618622	5.00340609509721	5.32994038508682	4.86460013879754	4.47245734834506	5.4065384388321
HERC2P9	0.57065482765809	0.548529952359104	0.76256862565386	0.422887106211505	0.50315375799412	0.593479194175368	0.615480761276022
WHAMMP2	0.481498379705809	0.519544263603011	0.818836051007529	0.340670851158691	0.135180076993334	0.66707143915146	0.0471647779624957
NDNL2	3.38018213252854	2.51764093074245	2.00817283970225	2.7869830648263	2.4382881293535	3.15949667051681	3.23110453420366
FAN1	2.00924315635602	1.99597805704211	2.03710695428038	1.88422299657747	1.71483878136975	2.2679708647862	1.41759581354391
MTMR10	1.22955533625677	1.00421992891512	1.27671899383136	1.74335448387363	1.18956250626226	1.06076751015131	0.873907264930818
KLF13	0.798617724846228	1.02360130492967	1.69632259021313	2.87661118836113	3.19877610232599	2.37249958526957	3.47083226359262
LOC100996255	1.45064191313638	1.77972038891393	2.29334228179307	0.55041840248788	0.648261576714953	1.47007871328411	0.639309709789705
SCG5	11.1469043767178	12.1237922182518	11.9503715991029	1.84812994921752	2.77494045407797	11.9575581623175	4.5795853299617
ARHGAP11A	0.149456660923388	0.724919569423911	0.219043681566602	0.12971343039115	0.592123325444565	0.287235189797472	0.364503524443948
GREM1	0.418273600433059	0.410969646222985	1.00016088839705	0.0170761240691502	0	1.40361527358612	4.25518972243785
EMC7	6.04697754215654	6.45336893430522	5.72091916438061	6.94922842746452	6.58732006256161	6.41150213407754	6.92468386725705
PGBD4	0.391428168412145	0.318966194391203	0.291691625195061	0.367630134865449	0.466350550018125	0.553850681001383	0.194589984653555
EMC4	6.25521438412471	6.40886820802868	5.96638407471617	7.36771469581388	6.94149744635484	7.39281035005704	7.39048535404752
GOLGA8A	2.21581322204686	1.47756657893587	2.20046037714939	1.79666171054203	2.40975240088996	1.78243212507785	1.98996229111321
LPCAT4	2.15704917396834	2.33904153712353	2.37277072146404	2.69772168243641	2.45960686641458	1.65163580850382	1.99251770936664
NOP10	6.42955347682205	6.69079708639199	6.00887601713276	7.10257583555628	7.02784852515234	6.350913608076	7.83551316694691
ACTC1	1.00508769181743	0.790384635555529	1.66530812040823	0.0770978535832027	0.0458370769861628	1.53857581697263	0.354296669589721
LOC101928174	0.536307686996643	0.247011724323862	0.615243494551275	0.0148953198565699	0.0155243522017408	0.640811532245049	0
ZNF770	3.99413918967526	3.74411924594161	3.29367245401914	4.59390414620704	4.13358573310184	4.36768059561139	4.41755855525436
ANP32AP1	0.9020812281203	1.16105153080371	0.843347616841388	1.63525061338576	1.34622485050432	1.36796584584237	1.30230619791887
SPRED1	0.30474441166353	0.60377022729475	0.329339901364588	1.96391913899357	0.623114629365306	0.156451102443284	3.17557607197236
FAM98B	1.50587424744487	1.49672567857722	1.64504098627232	1.3438858139635	1.36948481822429	0.94922625755035	1.14167631368438
THBS1	0.294769658509427	0.212456045658173	0.182219236487216	3.55752760152882	3.67313000927663	0.122040707177253	7.58929062278186
SRP14-AS1	1.8270026044617	1.51222760691732	1.83038749057747	1.43369532304718	1.83159615328147	1.68553898845237	1.43714630046285
SRP14	8.6261908408349	8.63032764410215	9.03560805715602	9.22763877019065	8.50301501583679	8.90715706197623	8.85493123962465
BMF	0.760532686846588	0.303089839299076	3.7134516098032	2.35430627241777	3.51206800430383	1.17363778898874	2.56486597227957
PAK6	1.51074640092564	2.37101011386896	2.19493284281696	1.56888578345108	1.59483517399059	1.00350720809802	0
IVD	3.50027391244195	3.8210414538806	4.44329053575081	4.7062528248353	4.47453326069326	3.73212197219789	2.83075468126327
KNSTRN	0.590120559275608	0.727132888910692	0.58817397810302	1.44698980168137	1.1461014784661	0.984819461195458	1.62181888560713
DISP2	1.50069495153618	1.71698628001757	2.49068163945274	0.178366341190604	0.168370768743463	1.49402906897863	0.128247770436492
BAHD1	1.40446822327251	2.24588628613473	2.2445067812726	2.36253620600211	2.67091883521166	1.89841350878377	1.28699415937056
C15orf57	2.56125212350792	2.4774577925715	1.94303487907144	3.56556295014364	3.46661072927475	3.5321588757202	3.37907690311077
RPUSD2	1.06750046292077	1.0442225073418	0.634668879442418	1.82184915491416	1.78050369295995	1.19353422234045	2.68357253312288
RAD51-AS1	1.04991106030736	1.02722612172688	1.5054024481002	1.28849499023551	1.22631501173174	0.892092886216665	0.925476348106417
ZFYVE19	1.77093215117831	2.29896858878612	2.0406774017252	3.36407650927064	3.04584921278025	1.83938957285961	2.22379727241722
SPINT1	5.26121601085309	6.1687973770028	6.35993164920746	9.16906864323397	7.76761356880573	5.18764204536845	0.312837788933575
GCHFR	2.60073691805627	4.02131381709285	1.99156227608055	4.10643839794352	2.78213156140835	2.00569049709171	0.380141742822906
DNAJC17	1.66006926219288	1.49318341309542	1.21005217439848	2.08375355342552	2.1784366971786	1.13858726161593	2.12241960804008
RMDN3	1.34335166117463	1.67972668029607	1.45878221040206	4.15254991492681	3.87850372249139	2.1627779098166	3.50790328899371
CHAC1	3.05924656937459	1.49678205791367	1.15091178908069	0.965079904754431	3.00338466054369	2.86624413495942	1.92891907366659
RHOV	0.0223942597813934	0.024362322201464	0	4.42650164469727	3.94900550368954	0.0361462824915177	0.0395687101585062
VPS18	2.33933845772756	2.50860608808654	2.25569797054987	4.3686309569644	3.03936608951828	2.51979155314331	3.45813346188852
DLL4	1.43474705909633	0.892790127209349	0.779682397284729	0.0107924769519626	0.0342778812388013	0.444303328775234	0.235750457011908
OIP5-AS1	0.642150064787649	1.08612693137033	0.831285565798198	3.21970624040015	2.8494141169703	1.10022662711201	2.78816809897218
RTF1	2.73628325806568	3.5297463378073	3.66175491617362	5.64092004335262	4.90872490189141	3.56829902374586	5.59487808980329
MGA	2.78542424110882	2.62691827104074	2.37862274025626	3.1069759118437	2.89461691259083	2.0531897858442	3.43953539582279
JMJD7	0.797593474478705	0.894120372348163	0.923221687323688	1.53576267683745	1.44380301382322	0.935420092447616	0.75264175102091
TMEM87A	3.67320301108274	3.58880955772522	3.82778550908184	6.22243996404212	5.79240183057785	5.11675251925416	5.70099874371657
CAPN3	0.534667996778876	0.557881857574834	1.00203626688833	0.485553260466627	0.712868479199917	0.388832497032827	0.175172242784092
LRRC57	0.881983756817688	1.42291830128508	1.04146815895737	2.5555246330072	2.15529356234711	1.33378828352181	1.88644019718763
SNAP23	1.59464580582655	1.80590909277698	2.50335823190046	5.95839741297789	5.27342901763696	2.68319882072054	5.93203350686115
CDAN1	0.592024543280989	0.695855080736661	0.867994979854023	0.962270662714427	1.00594241379126	0.413922489590499	0.568798293522783
TMEM62	1.17511315747166	1.56102210437821	1.25931938658445	4.0753310998988	3.4797235609992	1.7117674586305	0.863479201373074
CCNDBP1	4.59753306425173	4.78845479970446	4.58509748865251	6.21301365363655	5.36544592353053	5.51197949863945	6.10484856946806
LCMT2	1.13815349809455	0.942375052603481	0.899856795114959	1.94283563517829	1.23458390571783	1.67789609308363	1.68075950578563
ADAL	0.919860202505094	1.18706716372795	1.03280579736244	1.38772229433244	1.15253719317644	1.23342354972707	1.7095930983955
TUBGCP4	3.04893901847829	2.80206039769212	2.17823308240444	2.82006674357172	2.59882346136379	3.00157488385441	2.37589004956926
ZSCAN29	0.800457965535321	1.07947062001655	1.32634892354028	1.4929053057624	2.10173291605413	0.943386325055486	1.65831544707876
PPIP5K1	1.94277363529777	1.8143566705034	2.0212033857395	1.5295213522083	0.995191716213376	2.11122545163151	0.966338864256455
CKMT1B	1.80792031921146	2.57554579148531	2.37383423865978	0.743614373523988	0.754796058155689	1.52070035178787	0
MAP1A	4.08963803786492	3.04508342560592	4.26098135400658	0.303041279607837	0.0878160914328713	5.14054199703243	6.11389710700449
CATSPER2	0.800443836493702	1.06759809672253	1.03749845120251	0.310696472370461	0.250305051360857	0.743614358655542	0.122229929074687
CATSPER2P1	0.17736995071312	0.422789485331595	0.223391652467782	0.196821437782753	0.317257425825072	0.125296590015858	0.211342027068605
CKMT1A	1.58763350250117	2.42864549157909	1.7806173861941	0.575685392716562	0.925069557020584	1.67945858741995	0.0721858284975394
ELL3	0.729141295236589	0.855725443555297	0.818656370007067	0.659332038850115	1.7452657651266	0.815955778138374	0.544997842333382
SERF2	8.46029169510865	9.28800077170436	8.95759822481624	8.8067024428047	9.23237652491756	8.60632133536223	9.26877280104225
MFAP1	2.48392543025297	2.76870982294227	2.47826297420499	4.4491139592825	3.71539552470527	3.63066632434046	4.09024785611909
PIN4P1	1.89683325159418	1.7370957904339	1.63006067675915	1.85562672747016	2.21289952963053	2.39403827574574	2.46353678343123
WDR76	0.542849571904966	0.652842208387066	0.558996968115598	0.407245865865059	0.480649050684829	0.782212220283558	0.223128795833138
CTDSPL2	1.79436470087408	1.73587099297615	2.16958944759317	2.54016455539066	2.35643448469596	1.80620623915036	2.34288864059137
EIF3J	3.70250745167123	3.7622094184276	3.81309458530543	4.94363010944987	5.41695983770124	3.960353437088	4.83416874253155
EIF3J-AS1	2.99703045137745	3.42428074359235	3.28190282365625	2.63327048364344	1.9408916733396	3.68106727948954	1.09850686335974
SPG11	3.97269643282971	3.61066719997901	3.77166812009899	4.72545967944976	4.27017135990014	2.70019447465612	3.15268956975319
B2M	12.0860014104287	13.0078820649195	11.9250490240592	13.4251255736909	13.0528246353456	11.7787782292958	12.6448113460513
DUOX1	0.0871564865086944	0.469814649251939	0.299911971563726	0.874559682894264	0.836862298525191	0.130000132702581	0.212300823579634
DUOXA1	0	0.0701781831392271	0.00621897530783169	0.740709558466949	2.13116772277233	0.0166494168656132	0.157705406261942
DUOX2	0.322144873397626	0.383478387358565	0.22535289903093	4.92368772804489	6.53844596946534	0.371886327245925	0.471906820203012
DUOXA2	0.183416413374558	0.184794953467103	0.208290016001359	2.74611254773416	5.66811596821888	0.185740954692662	0.193200371431632
GATM	1.20389913838222	2.01461303166	1.7678278574606	7.70705509527511	9.79258562123513	0.704418512542426	0.453064738368487
C15orf48	5.7889837539303	6.27812792637189	6.10293191488247	4.12018858786314	9.03298812529537	3.70680644574097	0.275405665885048
SPATA5L1	0.641055857245729	0.835850571180465	0.700462913034038	1.96102095132055	1.77647170862542	0.854867209224543	1.26726242314481
SLC30A4	0.333963965036866	0.649040905988094	0.727487099399649	0.720516052238042	0.900230802276847	0.308216336246999	0.980672204375066
HMGN2P46	0.0936696582320887	0.15368647381743	0.0679044051347126	0.32548960764797	1.67824596988431	0.0430034696227923	0.0208891374324576
SQRDL	2.31617519795987	4.24591739673189	3.03974907003473	5.7750336552896	5.07646537302593	1.01436204712782	2.96553898396363
BLOC1S6	4.54490138316287	4.52006596231776	4.67122727659748	4.27922667337942	4.58331404253012	4.49049442124271	5.21172645860422
CTXN2	0.373449677564289	0.396761906645282	1.27697586315037	0.0126715632815246	0.0149039401200158	0.695160516116278	0
SLC24A5	0.316648119817434	0.310928550754567	0.518627388695854	0.117624553663408	0.0467138490051211	0.0807004637422753	0
MYEF2	3.47057745720805	3.49209309217125	3.9726203409544	3.12185422447869	3.26430453005199	3.48412611446414	0.102923277439829
CEP152	0.362086030901364	0.767981154891969	0.492861599553021	1.08175974953128	1.2287445043506	0.344228974897656	0.904327366329301
EID1	8.42477054464393	8.10258073822399	8.68187562637746	7.91178642228691	7.04556575805448	8.84427359592346	8.75011227383539
COPS2	3.85361646316423	2.96852781157173	3.3263207018241	4.23652382824635	3.97825112708002	3.9881726239563	4.70805425175299
NDUFAF4P1	0.179338218733269	0.179522456260062	0.21706147342841	0.331628925367862	0.200121506903119	0.251678509250145	0.339461496818299
DTWD1	1.89112967050945	1.70149818518032	1.56823012922199	2.42847813292154	2.38502707510573	3.16371282823013	3.50390880463995
GABPB1-AS1	1.66688412432257	1.9795573232689	2.34095948932604	1.68058749097989	1.6146916494715	1.82876153095089	2.13166858011761
FLJ10038	1.12421078930086	1.31143036542485	1.88884278540191	1.81105708821	1.74186849052968	1.82582491699682	2.26876403032994
SPPL2A	2.29839296273021	2.80365755456285	3.6820043863494	5.76458076698012	5.37613089586946	3.11878328334601	5.57211325806812
DCAF13P3	1.00477125429535	0.782951239593713	0.707998266307862	1.0368685866722	0.886755448964691	1.18135775410668	1.58762818732471
SCG3	8.9468350690825	9.57141489159147	9.83424766920096	0.701192908797927	0.893064044076558	10.6231589732705	0.688310741703408
TMOD2	3.45568550355991	2.7772100219913	4.23430610896363	1.18138342617735	0.858537908825972	3.30655459870518	1.07021395091179
LEO1	2.95188812396597	3.04042563292558	3.11563749917506	3.18862313662988	3.22582157049088	2.8098353318127	4.22502893447508
MAPK6	1.89809459235141	2.24653074600689	2.24982840519966	4.10822794537287	3.92313367121692	1.6959482104929	3.41781120989346
ARPP19	6.67149715457798	6.57931236668499	6.46069876735917	6.10608220358314	5.36329487088428	6.71762596307307	5.14647406398752
ONECUT1	0.00531838593567512	0.0206890058465741	0	3.45764026453894	3.35987379834022	0.0291659170510427	0.116551220763814
RSL24D1	4.98927357546384	4.01360000260089	4.17878022064201	5.31640297948995	5.29536414159494	5.8861255397183	6.74351602197327
CCPG1	2.07860581209977	2.30711145558118	3.23225253963177	3.45851625114593	3.96210702165139	2.89675103504903	4.24492063924605
PIGB	1.54281387320961	2.19501841138012	1.90867529108728	2.71880076700314	2.75636120489055	2.05392839471939	2.98249738087222
TEX9	1.24562088719898	0.525177216880979	1.21328029783365	2.12749679054899	0.660291307426259	0.844197652319191	0.656466552908849
LOC145783	0.453242347248865	0.539621420012539	0.521089193674452	0.868368156829567	1.12691821791505	0.716144458226187	1.12521399603111
POLR2M	0.284063574186657	0.516791406032172	0.328024988864079	0.504336335095248	0.498385621664267	0.532934825350001	0.481298471755081
HSP90AB4P	0.306175216651958	0.349821513375038	0.509468858498191	0.456716332118443	0.227671680378425	0.236452100762286	0.454035411898156
SLTM	5.61024967762375	5.40217762911358	5.37961177168679	6.37360639061428	5.71763426141363	5.47536663710099	5.88297778208269
BNIP2	1.29163612091201	1.25955524012262	2.09534933600948	4.52315170067746	3.66950867474408	1.9384807710977	5.60909584833069
GCNT3	2.87902333401679	1.56303567075831	5.29574182426459	5.41052551693452	3.09811236385944	0.458178722574149	0
GTF2A2	5.42250806118396	5.49156290511326	5.00167561059364	6.08165818434265	5.09146610917427	5.90504927009175	5.72004674110792
ICE2	2.13428895761343	2.69278939898231	2.74580027336822	3.16760225223157	2.66613771053085	3.03413427456157	2.22471854275653
C2CD4A	0.815521761119485	2.59884825322866	0.651352390452705	0.180632726752675	0.703968484911982	1.28719532392417	0.0561170849637665
C2CD4B	0.654993864114341	3.72488907876093	1.02836591152028	0.379190637824133	3.38063277830415	1.57891858394811	0.0662569968489511
TPM1	4.69876786686615	4.53575410291578	5.3339539836602	10.2210043645241	8.32134434615306	5.41288685744996	8.23600397947945
LACTB	1.05959998865023	1.36598808402019	1.0489121209102	3.25561954191854	3.03720738429946	1.3561331114229	2.5217582918845
RAB8B	2.63489417753095	1.87726384957014	1.68384035659438	2.99544312931175	1.95340905059387	1.20077694605043	3.56418375385227
RPS27L	5.86758789002675	6.42591393445028	5.86353116088786	7.79828023198658	7.87466317302587	5.86183357184747	8.08312177809979
CA12	0.0483259152148573	0.0569126019956376	0.102124406694663	4.0967198628138	5.97080414600751	0.0400143014050525	0.163505169209784
USP3-AS1	0.647409595560725	0.64025314512166	0.536754060695909	0.777007725241767	0.54775091881782	0.45817965093546	0.532639295677409
FAM96A	4.54992539838128	4.99329714952536	4.89652392960262	6.31610339328329	6.67125083612269	4.61551804455724	4.95111631997738
SNX22	2.90870100411922	3.5637178903078	2.69980985301304	3.26011163191743	4.48348077549853	2.67610325833741	4.58428615598671
PPIB	6.68848700883948	7.41396155186538	5.74372256993133	7.56413090351372	8.21733326436164	6.84741249691313	8.52354278224117
SNX1	4.7077926469126	4.58755660124569	4.68374566648529	6.28713421313771	6.5352341355878	5.00627945451958	5.8533679434411
TRIP4	1.55734230059999	2.0300481837469	1.63084859402407	3.71858838332593	3.31846659930196	2.12383462519096	3.02159751306307
KIAA0101	0.0406324306982418	0.359479894591005	0.202222014227785	0.254639444483202	0.901494974550738	0.360043431036371	0.428668046447043
OAZ2	6.0876098812109	6.34172400775695	6.29906501832951	6.53909352844606	5.30084591020033	6.58992144904645	6.76157381335557
ANKDD1A	0.25493599919924	0.224864158084414	0.366256928173042	0.405865044652037	0.787488463800979	0.352945854401447	0.721225698558366
