Gene	Blood.vessel	Secretory.club	Alveolar.Type2	DC.2	Macrophage.MARCOpos	B.cell.naive	T.CD8.CytT	NK	Macrophage.MARCOneg	Fibroblast	Lymph.vessel	Monocyte	T.CD4	DC.Monocyte.Dividing	Plasma.cells	Basal	Muscle.cells	DC.1	Ciliated	Alveolar.Type1	DC.plasmacytoid	T.cells.Dividing	DC.activated	NK.Dividing	Mast.cells	T.regulatory	Macrophage.Dividing	B.cell.mature
MXRA8	0.131112869047283	0.130234954318602	0.0581622122797064	0.0985254510001079	0.149809372216087	0.0399589618154617	0.034920668606184	0.0765765123286315	0.102848307534162	5.81820822807267	0.152022461116078	0.0795148810960937	0.0461301983224577	0.317114240485697	0.0734663928845954	0.254985611373007	2.49896664278937	0.0817346542035119	0.115717044539087	0.427799507751351	0.1621522020605	0.0701432385195056	0.104811528270371	0	0.0501420063339238	0.100666928032592	0.18669483972562	0.0623658854308733
AURKAIP1	3.1650228127903	4.26701161233632	5.36460148728468	4.16435427203749	5.15976655929188	1.41980364294511	1.9162358691855	2.15343177408051	3.46617529363302	4.90847604967361	4.51211221380966	3.05440980960092	1.88030375242448	6.11914794730862	4.83447540782369	3.73463758549662	4.69339725259417	3.8194005786275	5.21413659756403	4.99154896027839	3.54412868426452	4.3399288608857	3.6333289844261	4.1235159441749	1.65030226360649	1.71960122238171	6.80801301927913	2.0928984231542
CCNL2	1.53558605065452	1.57816364999551	1.43023302127873	0.820781993391225	0.92009428928527	0.745684459591148	0.914305748613264	1.02103141312677	0.845608156878053	1.73541662954245	1.44417487693931	0.455507596651514	0.743003392499776	1.47556013161702	1.30915379231073	1.55379391579834	1.2962449851541	0.936852537321572	1.74636908381057	1.86780733867953	0.320520342743806	0.763580864373616	1.48808492185956	1.1030448096787	0.584902223197462	0.836040970104886	1.52402515201973	0.830486306142834
MRPL20	3.50872827883955	4.49457456483181	5.87810791463699	3.50626850472342	4.93360454953926	1.38858842675734	1.82378254689906	2.36186173000709	3.19003044700644	5.05251702885878	5.16615781421292	2.26619785796678	1.81359304777758	5.31819448146947	3.47817835629463	4.50637057021516	4.97602724121689	3.38405283513035	4.65675455743992	4.70395817592	3.76215544931242	3.70887430991228	4.00340533056255	3.4120151585604	2.00877466823501	1.66844728257676	6.02284898609032	1.530675132683
VWA1	2.30865419641225	1.87848451366364	2.96894981993474	0.0123296236813698	0.0489909942420837	0.0188256232846345	0.0318501044192203	0.0352825929005865	0.0325726841924014	0.590748660024368	0.682620060911582	0.0274719652408393	0.0127832207322882	0.200224955573541	0.147466380294544	1.1107317962322	1.24612275952357	0	0.751409745079558	2.41915486256571	0	0	0.108264031518073	0.0636735960656021	0.070039210342602	0.0156868724342101	0	0.0118631040690521
ATAD3A	0.494134035038256	1.02378431042278	0.97688821693934	0.468511212322437	0.620774330960877	0.141741101377377	0.172378590018331	0.267546714766	0.400590610677762	0.973230168593206	0.733968132529862	0.227160419526129	0.178904771081189	1.81491209050308	0.7510869980252	0.503594802253552	0.849877016321082	0.355501936019486	0.960314290902168	1.19939225125835	0.312734722116886	1.42415311305069	0.407385410211673	1.51042452303883	0.144388735358764	0.149407514965573	0.888669328512633	0.186968256993279
SSU72	3.03360785716526	3.96249393461613	5.21912161836516	4.5499038819289	4.86371660880622	2.38584435624421	2.5086840947981	2.62562434683626	3.38523631002738	4.28839571319409	4.18480504339594	2.59792039008609	2.56080727737999	5.06633606919788	3.66093444929709	3.98966367516113	3.6866941478603	3.83410015646513	4.60013051388233	4.507252971766	2.75558269338667	3.94763485126847	3.40785865945697	3.93555329534676	1.85153709010688	2.05158305955635	6.37835245335815	2.80967043583494
MIB2	0.435049474779243	0.786267226457545	0.696828421788264	0.41641697658255	0.439557833995371	0.312656414370503	0.840376843557805	1.52818080972222	0.25409980709207	0.818645370553449	0.65026819391964	0.313847224076548	0.583974834935906	0.70457006691828	0.848422231130733	1.4196114781274	0.587786749100961	0.550407897758561	1.16584617200447	1.05112473262797	1.16018101561762	0.856610006313782	0.16524729762677	1.58509672831147	0.249338847448249	0.546092023819472	0.822627441871858	0.611250217443347
MMP23B	0.0722147370061801	0.082106223039946	0.0650109683006359	0.0895325634315171	0.0887869400022727	0.00900963133509535	0.300292265282033	0.654726329025172	0.100454587180184	4.1932309562448	0.0304652149597697	0.0745794259081577	0.0651176717495245	0.418533024801647	0.1566858190896	0.148994772536073	1.46255900039786	0.0386012202516568	0.121503410863779	0.880599117436909	1.01820574416732	0.0887538436622195	0.0971763357044638	0.61184219217196	0.0864125573199215	0.0544329311264384	0.114292815507721	0.083884062025642
CDK11B	0.988852801552785	1.18223831763978	1.44162898303072	1.043222168084	1.36683646723809	0.872764883364969	0.718930901554418	0.936902506344815	0.926537665071126	1.20630627222995	1.20043425277662	0.617942849737572	0.585261445477063	2.17869737301616	0.862788895501249	0.994819552928184	1.06855901255193	0.813451731489657	1.0243770823086	1.63319970310971	0.630132039602794	1.70028502457537	0.880321444376141	1.78359833029208	0.564793954492402	0.714171051399601	2.85332637044753	0.633782833701279
SLC35E2B	0.452118218579748	1.11431102432854	0.802897042621042	0.343468249158359	0.330550595993321	0.359361921471327	0.343335859457882	0.334601948975291	0.276047538013791	0.999517291587421	0.880504404158823	0.259912981769446	0.328382203965363	0.518690950552466	0.469656640716062	1.00183631431644	0.486566594158411	0.366592700529528	1.14073843940322	0.972071349570597	0.46697693998345	0.463367110973362	0.556367016237983	0.575159796048148	0.154269560494532	0.23999715531592	0.607182539978264	0.299364543512469
CDK11A	0.627997009365783	0.5106266901496	0.741651005708481	0.870075513722154	0.989701592471932	0.728536668457302	0.757776912196436	0.837372398857358	0.751313588429179	0.639343039639882	0.689479954010753	0.483670459993083	0.667779167277141	1.45823496531411	1.08032593206065	0.563047265104187	0.484089919235522	0.778685157202304	0.499297159044498	0.781050846703923	1.51539620661908	1.33006326302161	0.453421677094107	1.49644534013923	0.55041672962333	0.526584667760348	2.24368658180378	0.724025195756031
NADK	0.724734620915826	0.901864333847053	1.1570602477385	0.895627135366209	1.27856146802905	0.356485100913753	0.281796328440682	0.444158530162684	0.705153294414222	1.0022914687381	0.631219988169199	0.807749326281907	0.18972622834474	1.35464707862378	0.922734903040646	0.576495531109072	0.711833160256907	0.459149558281903	0.719182474316571	1.62694033853806	2.12604146577489	1.00180287228812	0.939044201116978	1.09785654850537	0.145627925261866	0.0946245869474202	2.03159035611728	0.481470511806662
GNB1	2.29709507334971	1.91180246824608	2.31309143978982	3.03555196094772	3.88233111213266	0.611807202530504	0.764493202154366	0.896001919420719	3.00602644630019	2.67801225432397	4.02194860973848	2.59656903240587	0.824376554584524	4.15332939727958	1.80097586908142	1.49505772503316	2.33484379290739	2.97590390789242	1.94137491769358	3.74153440904235	1.98176867630252	3.09213110554741	2.4953254715521	2.45562377918868	1.39235867975852	0.794658983892994	5.18429511616458	0.764012511624641
FAAP20	1.80112170409143	2.40909179755813	3.54111284030685	2.78876533486402	2.63745354769455	1.21202244924551	1.00026192715114	1.12389075757406	2.06601487071888	3.45237412587546	2.44895652682825	1.78402869054357	1.03833704265449	3.70717537422516	1.98467420855463	2.98740476112381	2.72028077859241	2.39456388387758	1.89183739587909	3.20165446220509	2.86768554074628	3.11664361280677	2.66376573884855	2.7923421111311	0.938834856817974	0.851953892964999	3.9068112907065	1.10340728348629
SKI	0.936595001594701	0.574603268823815	0.786347748477365	0.863132290228821	1.34506148526329	0.134609800197565	0.27487386477116	0.253810720482019	0.900073799806546	1.47022285058755	1.0118568178174	0.930376621210054	0.411970988846485	1.75744876118689	0.328138856371936	0.98463796119684	1.07523784863507	0.561419935528274	0.533197185169248	0.793333703554899	0.486576137541915	1.14199859337368	0.396601260634342	0.605129536004713	0.326380012877175	0.140619934757008	2.15270211642105	0.309560922449976
RER1	2.12132464229533	3.07467275053657	3.93269096899428	2.71512678539181	4.33460865160804	0.892100844302972	1.27776843436685	1.48354968288547	2.74068871362492	4.45144599680897	3.46703519484473	1.88800313962793	1.11088444005778	4.72110737853889	3.14393447429164	3.08144998144842	3.17085200090229	2.41249190694772	3.29348832744457	3.56299014842604	2.47985320969574	3.05176601762223	2.22704932092825	2.47995329288067	0.988908057513308	1.29265340750197	6.81631365607736	1.10632820084968
PEX10	0.500508118305904	0.834689391775549	0.700128027690241	0.391962493925156	0.772883159145324	0.122498127394253	0.110411691550257	0.166052944857825	0.295519072816983	0.87225486616609	1.09447332479179	0.167622545029191	0.109385463578903	0.983005525096516	0.33218934001165	0.317882601237795	0.845237894147903	0.440903153818519	0.685847175862841	0.928650008720845	0.298620537434106	0.247839407425476	0.153420457268484	0.289766899513681	0.13559889279093	0.0371088225397881	1.02482295111743	0.140264703279862
RP3-395M20.12	0.146463314567053	1.07826925927791	0.181220460031506	1.02064190833468	0.289645957483746	0.701243631435811	0.545560032515064	0.77363220357931	0.356878966235938	0.0675129634685372	0.645563903160136	0.96699798543429	0.39748739560623	0.489964304123205	0.369672013591549	0.277289332840712	0.243759245589243	0.411978128144958	0.978678203860101	0.228516901305214	0.320184945903748	0.39423713262236	0.439186948715334	1.02132746499445	0.0764197023824947	0.216870493302614	0	0.752323467041985
TNFRSF14	1.72363593350269	2.22167945703837	0.908837399851604	1.97856530700362	2.4302538874501	1.92730107319943	1.52181626820096	1.71158300143043	1.76941459135755	1.47221603898684	2.54061656523642	1.46657813573796	1.62753179337918	2.17339984294615	1.72963746605409	1.55110605467741	0.78433494848885	2.28798644756956	1.60091401814977	1.43910946891113	1.83713549500244	2.67142334893161	2.4699088063668	2.08085904023751	0.808237831728283	1.88500397766193	2.63528543854008	1.5381256904845
WRAP73	0.526657549572895	0.580068004908026	0.511139749862684	0.469628239899145	0.699880639953504	0.236097422526682	0.427512618109734	0.460916237681327	0.318146214831913	0.75278026021796	0.696085517508996	0.177625906265717	0.320546205641331	0.797714882894534	0.690571516508787	0.637820238805506	0.490809729137365	0.715786412529055	0.410053992260737	0.664034091873664	0.76654613093818	0.530612616958198	0.543394153104683	0.981657652779523	0.169295600368876	0.484584502344647	1.06850885210512	0.37324517720592
LRRC47	0.795383747540788	0.641245479349893	1.07632124877201	0.601220175844365	0.799731960473636	0.333979693973209	0.427752746085457	0.615327351573971	0.494774780203682	1.41290733736282	1.23413729615108	0.214967018227429	0.344892177109961	1.16854375217982	1.07501372180481	1.14341409323111	1.46647036963996	0.613556873167988	0.917231447289629	1.11426096161162	0.468476133934813	0.750998105215942	0.664641216099478	1.08341010130819	0.199650023085747	0.309042801753624	1.02830556904503	0.392494706333482
CEP104	0.464865594156273	0.47709293759049	0.881617423737184	0.521035901689708	0.575239345726121	0.279076627875772	0.27619758581431	0.311212362146288	0.315735030394509	0.711337708663239	0.695928339905566	0.18149949627069	0.232765933747605	0.413064423032713	0.562533535991724	0.759175645979727	0.581232444731085	0.458858506797246	1.2046689927026	1.13553327187371	0.479027454206735	0.287628632174389	0.736904455705197	0.692495536078835	0.161380345810431	0.166705291439191	0.457795644090322	0.333313536687863
C1orf174	0.559920575689172	0.576012985422128	0.786225093726042	0.867727940693784	1.19594017974281	0.380934938915619	0.813707753699566	1.10426151142506	0.586763169016927	1.25095227124226	0.999698048323924	0.291807413834299	0.393334709324545	1.39543045598145	0.641618978882946	0.995241873651495	0.799952827070925	0.811012131082901	0.583453336235011	0.859875272738789	0.460271898134699	0.892007981422604	0.760736984844264	2.18069493316508	0.383153745548992	0.369271623397517	2.72323379644538	0.642977276813372
KCNAB2	0.174894318999337	0.115373805725185	0.125644174571564	1.40436611936312	2.44012086627784	0.375720860575623	1.03764966974839	1.17779274700902	0.875294938177221	0.207045817094671	0.124537201658974	1.19033758847379	0.855079052241305	2.31622863961054	0.829633402047657	0.198732175205248	0.209454868727458	0.994582823086564	0.339089853658146	0.237554795402774	0.94279756460371	2.97162114517324	0.280684782803766	1.70233470355238	0.30361554286205	0.857672512738423	3.30060492807188	0.385341862167396
RPL22	8.88344622657403	10.0136172815141	10.1452509895404	9.8152495690593	9.49164900233254	10.1289489096759	8.49682793661876	7.99685903750235	9.57561678119638	9.48381705970453	10.3187029322727	9.27988016570834	9.15464331087454	10.135702093582	8.09645534955051	8.45377446211839	9.37536675577434	10.6177967571688	8.77446271781553	9.21424261293162	10.3679677266168	9.43399121362886	9.78513134077659	9.122187220671	8.98911749261905	7.70163176079314	9.78528353721979	10.2233254614717
