gene	acinar	alpha	beta	delta	ductal	mesenchymal
FOXQ1	0.669127689642575	0.174637123412555	0.0404701539909343	0	0.37785327392371	0
FOXRED1	0.511916524212131	0.84088474271985	1.14751299242125	0.508474321816422	1.00155842069652	0.13751716540598
FOXRED2	0.425410919634198	0.880221245419071	0.66319134861584	0.725834279150471	0.583656636671445	0.0163605182217312
FPGS	1.75977629814474	1.4414460364523	1.4344493569157	1.26059750184772	3.71152157747398	1.52519437483246
FPGT	0.647466245584718	0.558888024265887	0.626129958522368	0.825547932487495	1.21316529993441	0.0702775290054196
FRA10AC1	1.00896372923758	1.37785744934072	1.58329092062752	1.92408221401076	0.901915005654896	1.05314548415231
FRAS1	0.250426290427394	0.207034782937185	0.329869299990021	0.745526517416949	2.99135758196559	0
FRG1	2.38113595331591	2.2914828290104	2.46581360213504	1.65838069274458	3.87007947944477	1.21803018611631
FRK	1.06676622616961	0.337336248697837	0.325492222971684	0.530989798651452	1.80880696547463	0.0205937453412504
FRMD4A	1.09295288079692	0.241246628108518	0.186259447088647	0.23422903530129	1.25599346864226	2.1520412722334
FRMD4B	1.22407978974863	1.97432379558008	0.932490102337615	0.608663492071234	2.48603585581043	0.0195727318364205
FRMD6	0.270322314591475	0.0273621250629853	0.0338843584710023	0	2.26948959425795	4.38899169405253
FRMD8	1.41676030241418	1.33178826292302	0.720553250683249	0.451017372682284	3.4401054463861	0.820705565253962
FRS2	1.16376777263022	1.98274941336361	1.4195966950725	1.24728836553478	1.98529847213057	1.00115456934464
FRY	0.733625259136692	1.94191085976003	1.66250845824004	1.73297362173309	0.902914504657321	0.356751597782868
FRYL	1.24229972191751	2.60990865428075	1.80916097081685	1.82051422779654	1.74177717000379	0.511538635925491
FSD1L	0.354874469411874	0.786213280258102	0.822405575065336	0.858265891792599	1.77567846175002	0
FSIP2	0.0688125604419686	0.362944970128485	0.335117336687809	0.585942240027119	0.106993696517165	0
FSTL1	0.212600345173333	0.519536201448548	0.111383110071505	0	4.84572527106841	7.8936879615775
FSTL3	0.835517794475717	0.174279004618884	0.117088743991543	0.0522633013226433	5.53139270216783	2.91374070032177
FSTL4	0.211592412346303	0.655910511178583	0.490417093585976	0.495660532072105	0	0
FSTL5	0	2.68281334382383	0.503888260646374	0.837715173014312	0.0050996535097015	0.0272123176301855
FTH1	11.1440101355725	10.7580966685531	10.1436494188791	9.912220395261	10.7548400303356	11.6549649139826
FTL	9.8673562152519	11.0870215580872	10.6384284758891	10.3128917748204	9.57464738671429	11.8053571941891
FTO	1.07610607469514	2.47301742462695	2.78320696031322	3.33568863421504	2.54475813986634	1.23209381523758
FTSJ1	1.31118872249855	1.04766316417736	1.64955186099433	0.54211290390738	1.7088193632845	1.81161201673783
FTSJ3	0.951025423119559	0.838912666145935	0.720873860309889	0.904343206978143	2.12617751870158	0.607862448987147
FTX	0.210500232421511	0.429670684074374	0.36233558549603	1.01180444268316	0.304605580246319	0.491482494671
FUBP1	3.54005710743224	3.20720459100526	3.07201661702712	3.38197499660154	3.88296913857908	2.52568385281454
FUBP3	1.42384616188732	1.49295340694089	1.36470610832047	1.24967491991147	1.09132100009411	1.76548173960838
FUCA1	1.11691069575639	1.93258402900775	1.84479042730076	2.02311768948273	3.52270281766886	0.139606676650891
FUCA2	3.65465971389202	4.2914681124391	3.64656023381328	2.43102524210023	4.76202938674816	2.15077011635863
FUNDC1	0.799614910954724	1.17014177944611	1.28003023736766	0.362499331750781	1.18530545640098	0.287569895821156
FUNDC2	4.80560705592977	4.74769819108644	4.50256193608311	2.46135940798238	5.0331958726564	4.91714669066501
FURIN	2.32290197076404	2.14121838380861	1.33812645622314	0.995034637089449	3.1451743884114	1.86768818933348
FUS	2.8559201157894	3.57523581315264	2.48676512768651	2.41348720868018	5.2368955412885	4.84520359386987
FUT1	1.0018422602301	0.373516284174802	0.178179815516732	0.0849026714086384	0.216847762361485	0
FUT10	0.670557515278388	0.302151920971324	0.308636112372175	0.264041655490213	0.655199579779477	0
FUT11	0.289621666763062	0.660021545560094	0.601004612621453	0.493870298468089	0.465181470343807	0.324238533164172
FUT2	0.476264708209176	0.27960986888649	0.148302044693864	0.30394432111903	0.104173166129921	0
FUT3	0.0259778194635678	0.0726252509241025	0	0.0272676133741789	2.02905641908501	0.153064382329506
FUT4	1.34288947561175	0.147178341924186	0.182170557598222	0.352995479070258	1.40112954434548	0.310480966276999
FUT8	1.25077084155477	0.411619248750873	0.589951447771908	0.304110430761312	0.48034228086902	0.734661528672682
FUZ	0.221713937924287	0.423226469973991	0.369248234606752	0.350172839421408	0.499346090823868	0.0542303144579001
FXN	1.78212541738827	0.8087655220666	0.495533909970233	0.695515593493595	1.06935168506437	1.55090135364551
FXR1	3.01915846955165	2.46316175302427	2.37676761698292	2.92311494426826	2.32746962363055	2.16901684514093
FXR2	0.417136335075089	0.68892338356023	0.559059013242282	0.528981990894939	0.636084161483739	0.763389931274212
FXYD2	0.250049638745095	4.54202712903394	6.94746738831541	5.13444793046888	7.32231188871462	0.26088307957941
FXYD3	2.32735076183465	5.50689674579902	1.36199185123241	2.00805893524777	0.119319043389717	0
FXYD5	0.496469474418256	5.78423614905154	0.687833302226325	0.829135323785879	1.43864343871587	1.57155948477233
FXYD6	0	6.20740295966206	1.74061453712953	3.96674365973596	0.705553844825135	6.79207025527334
FYCO1	1.43850688410127	2.04384830749608	1.06936689698386	1.55788109362862	1.56344698972992	0.954675756652088
FYN	0.00655207081947405	1.51792203835346	0.891948180433175	1.05818076704756	0.984681687033179	1.70821302512401
FYTTD1	3.59252730071456	3.75801793413569	3.77927050569294	3.5098166088461	3.97886735269418	3.4377846993982
FZD3	1.83556008628909	3.08927970776532	1.05394887930498	2.59676310766372	1.57106398159292	0.466953436709202
FZD4	0.611550955225051	0.020981573062474	0.326393907963419	0.176979135411505	0.336272071060262	0.255298026555951
FZD5	2.50493518933894	0.773259841877731	0.530491915048861	0.345549003509026	2.53634313060947	0
FZD6	1.27840964631387	1.17957393848111	1.56102113210811	1.52449947741802	3.08111936424464	0.133027845429771
FZR1	0.485592325031868	1.05403347385962	0.509159543726861	0.43774381668226	0.922284579775898	0.368907374390012
G0S2	3.03160902125874	0.55788299572777	0.764345557785313	0.47481953873657	1.04147597533059	3.03414403724478
G2E3	1.28886478320134	0.796312518371596	0.988263560938332	0.701651896385306	1.42766299896105	1.26032177931897
G3BP1	3.69614641495464	3.28596641638514	3.28003596481203	2.84276088018119	4.86902727988452	3.49756833384311
G3BP2	3.52690779412691	4.00408181148035	4.81403273458814	3.28572491181841	3.70281420779089	2.58035332843539
G6PC2	0.0228710375424598	2.95830679156609	7.94589602465491	0.63356180230131	0.0731319610275758	0
G6PC3	0.658057069937255	3.12100661842096	2.87234045262545	2.09703203510415	2.78331126902754	0.634023816397281
G6PD	0.191109519791152	0.578912241598403	0.352169411353951	0.316003309683591	1.68656085730363	0.691988274987977
GAA	1.15696873950321	3.09790938863966	2.07353867858367	0.953672394920259	2.77562727842117	0.914063858791139
GAB1	0.805519590824928	0.595679084586558	0.148415087600368	0.530926631444891	1.35549191435476	0.737670986143021
GAB2	1.10167272552335	1.36931750366166	0.805919434342132	1.30375929247867	0.718887704003907	1.57082384454854
GABARAP	7.0259353387163	8.88904091032196	8.00130058966511	8.36318541925077	7.28794620685174	6.73377292015541
GABARAPL1	4.845266525259	3.07769622035395	2.82568387047865	2.8766756135048	4.88134653751301	5.72204479980084
GABARAPL2	3.59616055610004	6.56353756707725	6.64407365455307	6.38111624152957	5.43393606767575	3.8825365870083
GABBR1	0.225530022013892	0.936115660370931	0.643489424668285	0.650748528664142	0.278482714947526	0.970138156483981
GABPA	0.772318040116125	0.764410842423059	0.432128805519469	0.516856517588858	1.27084296037341	0.526726639316173
GABPB1	1.09771508143857	0.904903633358289	0.461300084429221	0.441796084576608	2.23266108357092	3.23231115161882
GABRB3	0.0606103110998435	3.33724437742434	3.06644777443136	5.8251551491362	0.65987869285097	0.151530265817585
GAD2	0	4.41048453050468	6.7184755664886	6.59546709012507	0.00411700368177274	0
GADD45A	4.66487149671861	4.01771840810275	2.32550981042534	1.2462929841177	4.82731146568668	6.05273326097631
GADD45B	5.56144865446602	4.08188554782817	2.99653750976789	2.2623591071081	5.73521352267347	8.08381296360279
GADD45G	1.01772975261078	2.20061127519637	1.86244555459755	0.841150263248921	0.370496035855097	0.772148209962257
GADD45GIP1	2.91194722740702	3.17291671720665	3.33756112289769	2.59315033887724	3.45738850481873	3.08531707008948
GAK	1.85927940598074	1.96012029295969	1.50670124032291	0.84302272275715	2.20091556152981	2.10795747000021
GAL	1.32348245947062	0.0740168686636857	0.0330649230642415	0.10535948585212	0.285593043960756	1.06612055502316
GALC	1.18663759479196	1.86409739300873	1.73978408030394	1.2133328609313	1.65154294090181	1.52789400145844
GALE	0.459390280240526	0.538853185267143	0.311673888731913	0.707585652252412	1.83349684389433	0.102610249001371
GALK1	1.03998179816682	0.0219053536802048	0	0.140284302657879	1.2840812972784	0.564238963342326
GALK2	0.996511328557533	1.52802283153004	1.60730563392337	1.59324375707498	1.34009049146422	0.125540628679749
GALM	0.739815217758014	0.349465013659415	0.147730175035997	0.373871511096985	0.825655849809226	0.533532261997151
GALNS	0.225480732455471	1.04074458664073	0.911727333504203	0.397053590526552	0.899644482029121	0.675323468590569
GALNT1	2.60791285211734	1.27170506398903	0.951811618377216	1.2100096610612	4.33890705929925	1.83359130268
GALNT10	0.695631441735537	0.407579248960693	0.448522282452458	0.278595467182902	0.557369034334818	0.944613830656362
GALNT11	1.94367141007056	1.61094203129751	1.73534543204739	1.50022182636232	1.8888722955399	1.71009345919295
GALNT12	1.03705803696514	0.310602555694789	0.440923173374128	0.804741703482277	0.525406419283832	0
GALNT13	0.0412161061006948	1.5142995915219	0.24778808510357	0.977011691428883	0	0
GALNT14	0.041124020140045	0.826803288545646	0.889000762838901	0.134096358067107	0.819635570151301	0
GALNT2	5.08434732635934	2.16813752594916	1.7309449655071	1.52116777178535	4.7103576297299	3.18038265206584
GALNT3	2.92062912623581	1.06993327280489	1.66179011455681	1.25981549470903	4.32553170307737	0
GALNT7	2.34054257258538	0.423111906012934	0.707489676952043	0.210691997387021	1.10768400316096	0.865085313151458
GALT	0.57283907390891	1.17639527508212	1.4050474269292	1.02455901853955	0.980763741938454	1.11383079537455
GAMT	4.52692176248712	2.6951834598494	2.62749002821507	1.88352866700102	2.01008296035253	0.449496088926428
GANAB	3.39363949696332	4.10874679245015	3.48418534860809	2.70643491173995	5.01637489155351	3.07774526866386
GANC	0.414163894576781	0.458984305792916	0.433595185629801	0.614218834982563	0.827663166206112	0.378795462252488
GAPDH	7.61591773033276	10.7039623644596	10.1657560080668	10.0499640395114	10.7676323445559	9.79207649085574
GAPVD1	1.7070000797124	2.2269906379935	1.82982421923212	1.8967523050944	2.51948217785299	1.72879663367272
GAR1	0.446859146228137	0.496588762879344	0.36574514118693	0.301553278502638	1.1616319588389	0.770677854413161
GARNL3	0.163968514924659	0.718617909826834	0.267711853262668	0.216932321002331	0.232922950239186	0.159996254064166
GARS	3.81083121972252	4.12529020442445	3.41881449788803	2.81976520664933	4.19003961158741	3.96043540568694
GART	1.77876754887306	1.05043077382017	1.41623050921363	1.26681210157544	2.01263694975834	2.36115810128648
GAS2	0.691434580650842	1.11666620976915	1.05729147782651	1.48014649147125	0.429091370548839	0.0497271421178863
GAS5	7.51994335950937	4.30542604470916	3.92334004037536	3.61444605433679	4.15195962949174	3.4902650899773
GAS6	0.414905465737396	0.0304168783729716	0.0819139580972199	0.199425321907189	4.98584509840922	5.74685632284623
GAS8	0.46656096114605	0.715917443690981	0.589509907539755	0.887012000766077	1.6265606076929	0.281168932185017
GATA4	1.7335110035995	0.00815059767508533	0	0	0.0676655724378942	0
GATA6	2.82965993631898	2.03387360100915	0.210620364035713	1.05167641839162	3.67951089421712	1.65740608744168
GATAD1	1.34664333030199	1.26277572479307	0.860151205299162	0.545744346464278	0.907718507254183	0.451468806205407
GATAD2A	1.78685458382395	1.27322548369468	0.764409514682978	0.452918099801725	1.9513024432094	3.0426669870836
GATAD2B	0.808530829033878	1.32341055724938	0.994624401414469	0.997380952144055	0.990488804291235	1.16024199060129
GATC	1.25811852538005	1.2557898573757	1.04855538007963	0.835133407726544	1.52111771489676	1.26116783012137
GATM	10.4249960354765	0.866167078691582	0.196239666112801	0.795128961131627	4.90873867469989	0.164968535164826
GBA	0.93107870733706	2.2750049764477	2.39379125167812	2.18161530600063	2.4710346614285	0.809964482288638
GBA2	0.967612455045605	1.47496439332152	1.36846467938342	1.53292859242535	1.83888029874312	0.332784713600215
GBAP1	0.0544832046996946	0.323355275459861	0.218243330823688	0.359130807582773	0.206949722263689	0.131286989746033
GBE1	1.64880522100252	1.80253825053071	1.49084032650759	1.31763861536178	1.88926471264113	1.80603820828128
GBF1	1.80615387185041	3.66723400207142	3.15681967576319	2.24960278601798	2.82634246631031	0.969176637698899
GBP1	0.383400074684912	0.238710539440332	0.00513008707789574	0.125941336755536	1.43605319602284	0.618189008183495
GBP2	0.612039212941224	0.205387629069468	0.0116970378938416	0.0160039688668462	1.71517903724392	1.60623349132507
GBP3	0.384535407445691	0.0600838945328701	0.00663098027129396	0.276621171083364	2.63519529456933	0.441207896542523
GC	0.460580451893914	11.3003233442185	1.06642602022103	0.814683357910918	1.66634302952203	0
GCA	2.1688361072757	1.70952264484836	1.30172351244314	1.14348094272852	3.3941438886348	0.413246545842063
GCAT	3.02845249713487	0.358623640996486	0.526722770569292	0.202538805177236	0.550606340976251	0.488535106649232
GCC1	0.624027980487011	0.746484704998204	0.503168867176987	0.604510691845102	1.40605783050708	0.429045498553048
GCC2	2.93942918428484	3.79474028373256	4.9608770944632	4.89828167152283	4.0169332650391	2.08383338256828
GCDH	0.455239410709942	0.462940653085369	0.758078063941218	0.397537674790204	0.72950639624704	0.412747325262999
GCFC2	1.4724391596133	1.77164867209003	1.93572972533097	1.91911731554207	1.7198406822522	1.77870935780023
GCG	1.31688190323221	16.1716736724579	4.30140978510338	4.09264740536162	0.623716369294838	0.571389504821189
GCH1	0.812581896553377	4.16284782712296	2.49812579016277	3.08604337897668	1.48043802464723	0.798596617043765
GCHFR	0.562210203325958	1.59017300809152	0.855996791257599	1.76835393919196	1.41626883436766	0.235561079529759
GCK	0.00258612702165345	2.51695975096078	2.21371939051987	1.86986445857651	0.0106626324134956	0.438973302478383
GCLC	1.87118578336876	0.580251216636595	0.50534643935651	1.16202175282309	1.20807738804258	0.310835146427463
GCLM	1.51142846362923	4.39248131853516	3.47680400716809	3.24403359122896	3.50187208304853	2.72390309014113
GCNT1	0.296138501258577	2.14251420328705	1.42579988465734	0.757640746393463	0.100476804771555	0
GCNT2	0.443609295057524	0.877554809958061	0.147124082077119	1.02835747325509	0.217951960819001	0
GCNT3	0.199257587735636	0.639024997257803	0.10954513053685	0.794123933104676	1.44993862174957	0
GCSH	1.39263146131085	1.07560940770237	1.63855275416726	0.889821062419101	1.7382536368502	0.741284594985366
GDA	0.040514203816565	3.14575327128596	3.14128799608156	2.79831956926845	0.43437375031669	0
GDAP1	1.16395752946329	2.63891077731997	3.73050461161271	3.18920613196173	0.97486305898859	0.224920554511457
GDAP1L1	0	0.941996792158772	0.635184074418265	0.761867157148985	0	0
GDAP2	1.36728872918465	1.35639434540025	1.5331538008628	0.990117078389326	1.42486717548006	0.841675590265563
GDE1	3.69637528222186	2.65231168491151	2.24387946830211	1.94765531559333	4.45779693457564	1.43246195005689
GDF11	0.130675129687231	0.391135440169098	0.252534789974207	0.0739189444271566	0.152011396267077	0.22334323543846
GDF15	2.38473472005272	0.131799180129074	0.0783060738522989	0	2.42691505788971	0.109449836432936
GDI1	1.5863507903012	5.72488879494486	4.33265781713928	4.53442484576113	3.64602304720162	2.28738618572813
GDI2	5.65613305172608	4.18069816196607	4.44487275215155	4.18967239879078	4.18809397336735	2.57504213433329
GEM	0.657680753694118	1.94360901814976	1.77118898799263	0.574020672899607	1.18186212897526	9.07407696108461
GEMIN2	0.350967113608703	0.477830053180896	0.491873553734276	0.322391331595818	0.609176724547835	0.65288165612345
GEMIN4	0.760578934914713	0.591841175684019	0.427612765767741	0.390465784392939	1.58082819145585	1.27269044960036
GEMIN5	0.536609415857097	0.556169096394475	0.517580079334979	0.289924432519531	0.588331513335233	0
GEMIN6	0.47831281928609	0.28906585977481	0.33240509084381	0.184286808876159	0.478370176486059	0.14196156560214
GEMIN7	1.15425863241643	1.26390521014659	1.24735809138597	0.665360006395198	1.59737975786963	0.519517720285838
GEMIN8	0.779186977200193	0.810793215321197	1.1001207300128	0.987826082320118	1.75808198448878	0.824044647550436
GEN1	0.291916894139334	0.355267093825978	0.460115039226747	0.614100466287978	0.464998714835869	0.720455604545499
GET4	1.69188333441365	2.40874856403426	1.87086211830952	1.52124763814559	3.01748650703147	0.742432913324587
GFER	0.973578763206966	0.577940179261377	0.828941058530766	0.512853294143276	0.794779660564328	0.757523539917481
GFM1	1.95383554844744	2.30510780253788	2.55867607819903	1.35370559653607	2.7134542688345	1.86823015708054
GFM2	0.94711708623563	1.24737396011823	1.67711425789354	0.781438148486696	1.52582032294706	0.506547796299356
GFOD1	0.0748018106193828	0.501688415289947	0.269609164566366	0.237601400683138	0.134303116095734	0.154011323389326
GFOD2	0.575774862677817	2.88522443272739	1.46936796251314	1.65260928471537	1.37915650290481	0.496697492167424
GFPT1	3.91813584543676	4.26994799910805	5.11869937310387	2.97211094910996	2.94389062411533	2.69202162832641
GGA1	0.786122412586706	1.34684500900131	0.884712280519265	1.68117976753898	1.8196905163007	0.319685883016831
GGA2	2.74439171799042	3.51588578009753	2.66469697993534	2.42645506334961	1.71081980312626	0.276929449582564
GGA3	0.853900111610475	0.886372567380548	0.522459717857319	0.925080600673278	1.21063434477921	0.513834557707982
GGCT	1.75971228339721	1.67733560039813	1.52564404714312	0.421502761533905	2.50022552188069	0.816349237530808
GGCX	1.66005284148877	1.23108397902681	1.23667170956658	0.947187339749263	2.36114122264307	1.54541945185267
GGH	1.22186940745564	0.51634606076007	0.464093359632885	0.3477288502798	1.04613649645485	0.587967444664769
GGNBP2	3.33500072323773	4.61875258213309	4.27157578449337	3.25324612702547	4.38252888282896	3.2087517692302
GGPS1	1.11955540939249	1.73572782384505	1.78755587457955	1.80892368342351	2.01746951532194	1.35164511887352
GGT1	0.86476681550875	0.0863008278743702	0.0400171852572669	0.0552925328709745	4.0131283637064	0.265687187024717
GGT6	1.04408433995225	0.0248033769878412	0.00297466483799502	0.0286189859764054	2.92880451706846	0.137707440124568
GGT7	0.405390906124031	0.578419722906732	0.8446276815974	0.917640733058654	1.70073172533666	0.523335119939092
GHDC	0.767559931431556	0.779104482405918	0.635685756600294	0.665301341276726	0.563013015431281	0.79220847643316
GHITM	5.10883710857709	6.43776300868976	6.61344766771311	6.3580815939524	7.170473764103	5.60656595322921
GIGYF1	0.441909958138232	0.508173767400675	0.515815794951268	0.427772611614358	0.927274757118607	0.301334809950692
GIGYF2	2.8896360783236	3.62292972123289	3.1236603825098	3.51239645380436	3.06133738590127	1.12583311937198
GIN1	0.261218612918226	0.469340636489644	0.597971275628301	0.333976036416622	0.405030332673352	0
GIPC1	0.454060199618915	0.858395569132479	0.360821743081496	0.37926917671226	1.52666263863762	0.530751957838116
GIPC2	2.28650196052328	0.0365250691997218	0.0459626177140993	0	1.38525532896742	0.229871114597572
GIPR	0.0706259546450382	0.508779435047562	0.684641795852487	0.355621825557293	0.212062428108437	0.203098197876346
GIT1	0.591012395664089	1.80391983768968	1.03810280510014	0.465429167150607	0.987441286358598	0.359576586052991
GIT2	2.77667935541596	2.26588796238795	1.90452172180021	0.921133101402052	2.03943067820405	0.645524602612636
GJB1	1.8692676933199	0.0655389414646405	0.259137145914598	0.0941645131580619	1.41708415136433	0.0380526199080171
GK	0.40326267840242	0.792022450211315	0.752387586780458	1.17323364314163	1.08053287818406	0.0610735551005763
GK5	0.695926345606008	0.995415542368638	0.71535505855948	0.452888852512737	1.02428453337592	0.0945325762180316
GKAP1	0.29298867555405	0.92435695037583	0.844134837022567	0.506735102366367	0.609552444184107	0.089085420384796
GLA	1.54457069910975	1.32018524976528	1.18886854289114	0.5170469525375	2.42162712163544	2.907301924765
GLB1	1.815070634514	3.33131662943982	2.05217825733856	2.109236557903	4.19688742630018	1.3178879963503
GLB1L	0.0275566173148688	0.45709912349244	0.390233278983665	0.100390139682881	0.290631692522702	0.535691036258005
GLB1L2	0.367194849261163	0.467648815925118	0.245467798348747	0.113017979688281	0.430730758440986	0.660318426015115
GLCCI1	0.584239610916936	0.298448654821901	0.649862586753468	0.457099707135437	0.0234412935858139	0.179176935075142
GLCE	0.382671570032393	0.49200183458461	0.633008719558744	0.573696594553749	0.860878414364244	0.443461428759231
GLE1	0.44138393835875	1.00742209162583	0.566472497734613	0.311027936988431	1.46077813546948	0.142588315226693
GLG1	4.69622112222148	5.34182103281148	5.03845716732227	4.84247110684578	4.53037177964973	3.95199549713899
GLI3	0.0319251095593871	1.05888889723001	0.01858880772548	0	0.00242455229978503	2.06303562582149
GLIPR1	1.13670106613492	0.402391797711949	0.404565534450688	0.322335925986835	1.84155148236174	2.53038327213319
GLIPR2	0.00837905143942866	1.11646364129628	0.747348002265338	1.46529125689437	0.961481690136005	1.8805502741846
GLIS2	0.114692670793978	1.23293687086261	0.677264930454371	0.342516486029495	0.994308737567727	1.04389085739723
GLIS3	0.688978192782384	0.809417805550049	3.07957281932927	0.547872520667957	4.92096770186569	2.2818304290282
GLMN	0.324151947093544	0.597720573946165	0.463105568183518	0.740568418704364	0.639308164247202	0
GLO1	3.50288417652861	3.08174827516187	3.05225874452318	3.15738227300798	5.73896797551488	2.24407551374752
GLOD4	1.54771924033572	2.0741206839259	2.02527933712937	1.84291324058649	3.09090832021899	0.337834007602015
GLP1R	0.193517682085486	0.00474788062969783	1.09502854005246	0.813361368891534	0	0
GLRB	0.598728824006804	0.612307116291779	1.23241823336094	1.20160345154845	1.46928635685462	0.0346135121275513
GLRX	1.15726441165886	2.21211405193222	0.550322602433471	1.17881048776417	0.836261395916577	2.00518996439998
GLRX2	0.762052246886578	0.782786995182185	0.789807102025155	1.10187123778169	1.29039348418239	0.332825533489976
GLRX3	3.34827219396046	2.42267877522124	2.5587469007044	1.3918431959271	3.88995672129188	4.27804454952307
GLRX5	2.11156172288103	2.04166527032891	2.07275118752927	1.03120805351985	2.51335037133611	2.31516452301353
GLS	3.40000746885348	6.17125690705453	2.36461943497607	2.64357704272236	3.42372560994822	1.8344015290243
GLS2	1.43745595747224	0.647841016180171	0.921975472398872	0.622966996219164	0.326713383518771	0.0194631380038936
GLT1D1	0	0.752462954486557	0.048734593853518	0	0	0
GLT8D1	1.07853485602987	1.88814770799291	2.15947601128087	1.22813920829415	1.61787827623404	1.67167999066811
GLT8D2	0	0.448508842006558	0.787147508077997	0.980891625917591	0.0343289414079656	2.85076000355036
GLTP	2.27211180964628	1.54452335650208	1.22014163589012	0.702580731122538	2.43346314731187	3.15100253335946
GLUD1	3.70314568746899	3.44802391278796	3.08242581191335	1.97228786310752	2.87403647042604	2.40598280285825
GLUD2	0.288734661045562	0.563262563283628	0.320232935488124	0.222561174627287	0.517743035273936	0.403105991765307
GLUL	5.38357073571928	2.56014440715875	2.08965621700814	2.55992751162313	6.75289874541215	7.97694074471302
GLYCTK	0.301471089300893	0.550430006935905	0.387325189150523	0.507856843302108	0.408953578784423	0
GLYR1	1.25648465834366	2.45863549634153	1.94639192968679	2.10480516844278	2.39910954732245	1.17413841901885
GM2A	0.918968254500409	1.82318598389757	0.910532196477685	0.897899442576839	1.081131663243	0.537338920611367
GMCL1	0.314884664321841	0.709742924822515	0.988424420903594	0.325047830865017	1.77519942157325	0.382639815244268
GMDS	2.79245150280217	1.16717368972564	0.776576599873206	0.964098795672351	2.84246215350799	0.174398912687296
GMEB1	0.482479177279593	0.564841088451178	0.133908489386255	0.252331359377866	0.938166754786064	0.546284806264785
GMEB2	0.744575295398206	0.947902407412215	0.515220408079587	0.760932002656013	0.823485034920455	0.549484298562281
GMFB	1.82835957117675	2.83877454015086	2.55934982200195	1.63133528580726	3.84951785550293	2.35778042477925
GMIP	0.222030320649363	0.229642412633782	0.119809558352603	0	0.457379348651822	0
GMNN	2.23087538370967	0.688638193157781	0.476894266516689	1.05981792487607	4.82490531046348	0
GMPPA	1.41241101289761	1.46683859709253	1.76055360056258	1.07714027764827	1.58625166375894	0.415910459015818
GMPPB	0.934262218516428	0.979232945628349	1.23453882034031	0.603980438808588	1.16174495111847	0
GMPR	0.343497191295577	0.311578517506181	0.688151007326372	0.214978355023446	1.88069100200262	0.271751448846344
GMPR2	1.54430757294139	1.40220205254464	0.977836434616805	1.02743164940405	2.08403175199012	0.599447287476628
GMPS	2.14473216718986	1.67159050253585	1.48072863454969	1.48326745716731	2.63671724120514	2.60015412081439
GNA11	0.653304358438967	1.01659318192977	1.05139164827567	0.800213180194077	0.532723017445534	0.341612116793698
GNA12	0.980980759879985	2.32029765970839	1.86969622537367	1.40960938109851	1.04343118903193	1.74099190826645
GNA13	1.92074662404847	1.88723040146709	1.30283024758927	0.813956037799752	2.13440737853682	2.25766933803463
GNAI1	0.572819755617913	4.3952047773398	3.38138000817023	3.27757272783844	0.85902157525601	4.23302545303044
GNAI2	0.627728318985532	3.70701547771214	2.9911151050113	2.11063339597643	2.1582998953818	1.82295997071052
GNAI3	2.97767027152169	2.80524120434227	3.53173399893102	1.63387887819776	5.46849331315276	3.5875602626148
GNAO1	0.0193982305337773	2.51252755708174	1.92374179297411	1.83887724703788	0.00411700368177274	0.0628770501256878
GNAQ	0.593278909516852	1.19751293426787	0.940237281347449	1.185998161404	0.86689113637246	0.916171570318059
GNAS	7.2171042133596	11.7653003299327	12.0925371762478	11.2997521793363	6.95336636094133	5.28812314425425
GNAZ	0.0125107995598898	2.70530103111966	1.74289769806059	1.41343478535956	0.170998554860631	0
GNB1	2.61798770200039	4.65404002143022	3.47136753009947	3.08616281521226	3.35777414539904	2.86310428509433
GNB2	2.11939249433341	3.76576096484492	2.89498721416803	3.23638672185969	3.36632553338997	1.94165817853907
GNB5	0.561114798316588	2.43058305372268	1.62624586337586	2.16722149201297	2.72163768390646	0.846075691516176
GNE	0.452674109548468	1.70037827278604	1.39678368007476	1.46560979697739	1.97281649774006	0.856548760040384
GNG10	1.36056701698207	3.71721143617685	3.7192681349878	2.61545806682425	2.98617065437599	2.29521395620436
GNG11	0.162576545497045	0.0217258470047371	0.0027178997098915	0	3.8986831659072	4.46269505862671
GNG12	3.58603931721434	2.48014621456862	2.02034918347162	3.45702380909095	6.65144516685165	4.22060287906106
GNG2	0.0239296041468026	4.52376702273114	4.51918507826428	4.57671779137831	0.0132598643821246	1.43919011814967
GNG4	0.461522751202896	5.72500808102821	5.41594430808605	0.437653649502783	0.0064515903717777	0
GNG5	5.89882493404639	5.02250584906773	3.63586322954478	4.96171436244932	7.01328563345635	5.80366476181803
GNG7	0.492549371105439	1.11185465265683	1.06225040081995	1.10129688300086	1.07533993233531	0.0194631380038936
GNL1	1.10930588842733	1.92156622228255	1.45478171290216	1.35839050207414	1.9145402542258	2.05667134432376
GNL2	2.38152353651356	2.80403273854863	2.49060766353846	1.31460205960229	3.19852723422254	2.88401996630015
GNL3	4.59141757714857	3.83614635092806	4.05856153323754	2.19159613317517	3.33330319157405	4.72471274809239
GNL3L	1.07858275860228	1.08003829534145	0.868250578822584	0.791774803437889	1.37270080466858	0.542249463643545
GNMT	4.47324970426345	0.0275037774017801	0.244799658518815	0.101893669797066	0.252031616852187	0
GNPAT	2.23650520546413	2.53584240506309	2.0078007023763	2.17182012751317	3.11280310954489	0.874637268036083
