gene	CD4.Memory	CD14..Monocytes	NK.dim	pre-B.cell	NK.bright	CD4.Naive	CD8.Naive	pDC	Double.negative.T.cell	CD16..Monocytes	Platelet	CD8.effector	B.cell.progenitor	Dendritic.cell
PCYT1A	0.907013290111362	2.15163143706096	1.47716798148698	0.430873592639841	1.79546818865433	0.574410841173308	0.573217086508982	1.55509541540677	0.860562869177275	2.26315000432667	0.292154011901585	1.23485254810847	1.07421313042514	2.6450232935586
TCTEX1D2	0.669912653549489	0.225154708932384	0.546354579648066	0.167178297379374	0.408901800276131	0.343480726817657	0.255250110856936	1.06164423200827	0.33436645206076	0.138064174848989	0.160310133016191	0.458724774916066	0.61777314037431	0.869088805339175
UBXN7	1.22560484331299	1.79225767014784	1.18211637660097	1.25771767403402	1.17542798210221	0.91100512689601	1.00371931491101	1.6873728258035	1.05803708084441	1.7291546460909	0.439919279968293	1.1531700637618	1.34302804920731	1.6423380927769
RNF168	1.44066957613661	1.50092767955702	1.71395576020866	1.02579529193974	1.88326869269968	0.906515946288572	0.967160783273543	1.67422703668282	1.39184959508435	1.83781877290875	0.828237995889845	1.25416471199232	1.28513310730931	2.46878762519877
FBXO45	0.304095315805654	0.719772347219	0.222471328469541	0.221274081977879	0.408896465795333	0.240476446204057	0.218584260763177	0.776711582882779	0.282041560572637	0.939657561665953	0.272011534288517	0.25530557765148	0.184791299799155	1.12663720351695
NRROS	0.24350909695992	1.40029442979453	0.998295309743333	0.249641620114836	0.970582839187419	0.116543293561816	0.0212605750980148	0.198511509982896	0.18782117502946	1.62997342949743	0.441974316877397	0.284777640424369	0.610519010036236	2.81274882358323
PIGX	0.873364635988098	1.45769317853917	1.20591201824253	0.518238078338699	0.621286022780899	0.702581175227077	0.639119293916541	2.12798672708968	0.661146744456623	1.53136832361462	0.13003966027977	0.926988753346984	0.876901966298575	1.19043075042906
PAK2	3.2993463140704	5.61580214771771	3.06389966203124	2.98725817901312	3.20676959752395	2.58282565051278	2.92181306357898	5.26547621714178	3.63817451276149	6.28998513120393	1.32808088818245	2.64043195707729	3.53693946808667	6.72237796537488
SENP5	0.875146670880446	1.14226428009962	1.39128172165201	0.913810095650205	0.491617543505666	0.817769221633038	0.859077358816488	1.16611271929484	0.897495761001131	1.31600043578768	0.564172926176466	1.08248234148999	1.23853241098744	1.94851130898341
NCBP2	2.39400485458268	2.14728900478133	2.22800307173308	2.00522222147046	1.57776157846678	2.23470293365785	2.50615752385379	2.98229816280567	2.40973970067211	2.51048214519075	1.72788574658789	2.10777431559206	2.59947454996691	3.28236637633139
NCBP2-AS2	1.89909345188346	1.49423188401494	2.36447059893287	1.24286497950787	2.28944920206064	1.71829654099504	1.69593893073794	3.05535460886648	1.80453166577406	1.90811797919799	0.69516055959	1.64232890669118	1.66887441722276	2.98700862532176
DLG1	1.80111389292467	1.7248075608534	1.3340071645303	1.31211141085561	1.8216216118317	1.47715332004565	1.46577865297703	2.54897689495028	1.39369926985579	1.8034253535152	1.04682300302208	1.48306432274282	1.82540365435313	2.36757551380219
RUBCN	0.674602635595342	0.902901739674573	0.542976041524327	0.683113699570082	0.519981293375164	0.66604189303537	0.648637423228799	4.40237447889871	0.528262931938662	1.25660591246963	0.119946526768122	0.502353544940065	1.00216200631997	0.744635858369472
FYTTD1	1.61027042780924	2.08421713656102	1.55631674173513	0.9318180292831	1.54386510949356	1.26792019630761	1.296051263251	1.76718414996563	1.60596280037967	2.27114320836796	1.09203595064811	1.45677252180931	1.27559799634011	1.86855394987092
LRCH3	1.37686046786692	1.33316868220722	1.27987240957018	1.37941090951805	1.45784585986863	1.05322473653848	1.28889904953548	3.08182135534697	1.02350408445597	1.88782344412974	0.278743198441128	1.56359220347424	1.67746645936049	2.09842066039958
RPL35A	11.8655141610505	10.9042546784852	10.5175542190707	11.6931552240181	10.8869444163154	12.2901910664414	12.2113911706103	11.1888669531714	11.6804552880436	10.6563198429647	9.41025123902381	11.1996529040133	11.8008458269575	11.3900963340201
ZNF141	0.552541294935599	0.224803813183827	0.522151286363334	0.688148514760906	0.557984378229695	0.512684609064154	0.615518931606116	0.690157504419181	0.427624666767301	0.275727329345321	0.29577055135199	0.489035784592563	0.49146125007758	0.747984697525917
ZNF721	1.61249573902741	0.973961263659782	1.61972045052216	1.70753475257711	1.49194774371756	1.61533644039086	1.59242318926851	1.26473839212907	1.41417052905879	0.875657859193585	0.695998354930003	1.33774275652504	1.75882569222125	2.21181645209884
PIGG	0.681384603759672	0.612677228765317	0.887957480447209	0.492318908010896	0.747642733345055	0.527919195085874	0.597478371882563	1.04447757498135	0.543166019376361	0.631529737443416	0.281444720540636	0.56148597998862	0.639538047041401	0.7335611537727
