gene	Astro	Endo	Ex1	Ex2	Ex3e	Ex4	Ex5b	Ex6a	Ex6b	Ex8	Ex9	In1a	In1b	In1c	In3	In4a	In4b	In6a	In6b	In7	In8	Microglia	Oligo	OPC	Per
ABCB10	0.521228928860998	0.662214878863411	0.810535280099508	1.34074690317829	0.605671387820038	0.638416819483945	1.11656288365879	0.790573902265539	0.753593571451589	0.903181839025514	0.470036026290762	0.823044697327927	0.776472456253564	0.704341607208775	0.73131750968584	0.675572894685871	0.932411019985217	0.882618756768952	0.978307900906331	0.709913567522287	0.560974353439135	0.425056812020888	0.311393425400533	0.552756195917	0
ABCB7	0.975039115892594	1.1622455406971	0.860627611151126	1.35229958807214	0.63223350082972	1.09638085966431	1.38020222684731	1.49168834716123	1.07467799918489	1.14988548343867	0.339209718446041	1.07815601230918	1.27197261595247	0.642090167747179	0.820814703546672	0.915748754660312	0.863456862992576	1.14244094014073	1.18886690438733	0.953425474882204	0.741283325266344	0.686758199613826	0.552423834818561	0.910350690172869	0.256629912367579
ABCB8	0.412593621190276	0.270518358590575	0.826940933003346	1.04449990799618	0.641997520166137	0.577286558959366	0.961552559912909	0.69889458466709	0.77615544914965	0.858248208187416	0.421304147071671	0.945980311238303	0.65590033111099	0.481879718619393	0.557986776101163	0.278956925320873	0.981070609839871	0.416027856789327	0.743850232490343	0.523589420662532	0.549202501004783	0.283548816745448	0.196655397693118	0.267227424542166	0
ABCB9	0.599736785118275	0.639764092363294	2.26131524867421	2.52928012462103	1.49805261010382	1.30885253173027	2.31025379462769	1.73825132796346	1.93666380011074	3.16684103361686	0.556560152484638	1.67365569619648	1.29536632767825	0.96151629560271	1.47109893209936	1.06257637475285	1.85302520838621	1.68951941241795	2.0577672090462	1.36936738221777	0.923879553978757	0.531655018992232	0.324902841403741	0.366450558687408	0.229865875143464
ABCC1	0.340042549739047	0.376071446332245	0.910256560581848	1.21100043846198	0.583660606173691	0.66237231660678	0.980874492759275	0.914767799496888	0.977616587738121	0.828798378176207	0.0626100467541992	1.39326246087896	1.24897697880727	0.717992462033154	1.24516202330806	1.72019521711078	1.81740097961839	0.416025465287555	0.830355295349179	0.851014815663449	0.455028814852271	0.532731555520952	0.19862577855439	0.351262467004958	0.252075761431963
ABCC10	0.253889031982625	0.338042700151463	0.802986886362224	0.925021548595547	0.552817883514828	0.612510239176998	0.956184668465891	0.608061293210959	0.625048927741348	0.712436462082684	0.263872327014429	0.55651013537199	0.532984731125128	0.481623528067444	0.521635022245851	0.639671875458187	0.621506110261528	0.37330216810605	0.507547656616523	0.592701795578729	0.427611627573035	0.247916139665607	0.15757720615506	0.326745957224625	0
ABCC4	0.515163210009477	0.757652001434146	0.610885544350524	0.900352235351432	0.353129574614724	0.37913518971906	0.585952817458031	1.34505082404135	0.654490892486894	0.436942691744316	0.132061573548028	0.30579051810078	0.488956520403213	0.538544196082193	0.410564040021943	0.164883692180308	0.2769860560131	0.272257407897914	0.41538067227182	0.251822819047003	0.251555714492191	1.58175732641853	0.0802633701548005	0.450721948406426	0
ABCC5	0.966024765888388	1.39057395778158	3.3765617128426	3.77279314661206	2.64256240792931	2.48942579919869	3.59907645936209	2.41813061255827	2.93904475720654	2.94097709030095	1.96270804870428	2.9639720852984	2.2511912482939	2.26151828464666	1.90441517134024	1.87523493333786	2.44984575120499	2.42298744184772	3.03845009475151	2.59271397088964	2.15624257307207	1.52257076888858	0.77804634865967	1.53271344125627	0.473787594649272
ABCC8	0.425657348916221	0.423916513562353	2.86812274293557	2.89440383859902	1.46473708504795	1.91067162428198	2.38374665802087	1.51204377920934	2.06632380383053	3.95963370910434	0.368668786990976	1.59920844072911	1.35519501032605	1.55030994783024	1.66683714037842	1.20858051754012	2.37074162956625	0.725410216838287	1.8495557737062	1.52270797264734	1.0724967129183	0.547474331720225	0.225922224887884	1.05666767864851	0
ABCD2	1.51591226940217	0.173502427250135	0.919661654889838	1.23255297965869	0.705976884378149	0.363617166882563	0.883183808140764	0.678390389226268	0.636841357499152	0.661967470290754	0.525865322007528	1.50683481904805	0.590174192552306	0.669831882310984	0.641875552771041	0.313020507735796	0.841398461386566	0.76337801212634	0.672519587499284	0.416945740561577	0.353448272227725	0.410217637833866	0.0587710934627052	0.228011574831697	0.224975509151127
ABCD3	1.19980970715705	1.73023420634873	0.867786347160827	1.17540713382432	0.781099999309206	0.768508381767776	1.17808933733891	1.02371382233863	1.13143831039317	1.0661332563199	0.763259342042486	1.30304878365032	0.994552311238089	0.9283742572365	0.785330740852367	1.31230629362796	0.954414315099256	0.770646460600345	1.22005107668941	0.767388795721529	0.782473383564197	0.497662036083447	0.694073246259719	1.02858026813809	0.475548753590856
ABCD4	0.899560844806543	1.06316873065062	1.06325908621532	1.73162947126655	0.802676051621286	0.921560616376462	1.51133875042877	0.962529004926804	1.38940898896643	1.74005730061359	0.25148483294105	1.27514622737131	1.24756085948635	1.17346336716136	1.3463460727541	0.728303556936663	1.0260775122403	0.932525493707997	1.41258941930063	1.10170967822703	1.22773716562482	0.687332651877548	0.401837616721378	0.849154557764502	0.256629912367579
ABCE1	0.238052536126629	0.732175658709136	0.745233883322786	1.05499569629786	0.762950096790545	0.729641589401156	0.932634454850866	0.844108901137228	0.717739884881157	0.849039564946338	0.722945817890816	0.384931292749338	0.646660849174651	0.759531406697079	0.780736787352866	0.586477708322186	0.650640393213685	0.858711600601777	0.652487291661497	0.737881109744844	0.645485286475354	0.470435583451596	0.322429165923858	0.482478161401579	0.232965067011008
ABCF1	0.375389418516028	0.533424929661698	0.641742365013747	0.850751402279436	1.17420129540448	0.763612639267685	0.798900905591358	0.637622969050237	0.66577219733376	0.600117954892755	0.90145955831161	0.496640381451085	0.694839482904381	0.480158646355004	0.467864584658096	0.414222101080665	0.585643296885667	0.501410753875566	0.652929590857706	0.415844679033968	0.58369582441125	0.511193488680649	0.446335008692037	0.489802278825067	0.47205182406353
ABCF2	0.27160429062602	0.449504561921621	0.798538103239609	0.878768884424566	0.990016639492074	0.727400864131614	0.875152396404169	0.583714417603717	0.5634120689802	0.548428631095094	1.03179074355669	0.345869150880749	0.661157172897457	0.468519789718114	0.587937301942342	0.461605584296902	0.507758636888129	0.92540230490025	0.641928763842661	0.549125198545669	0.490698926987605	0.409329048044376	0.213348884051311	0.279811608645572	0
ABCG1	0.157608445144412	0.489692636037794	0.463458683204174	0.602466599399962	0.261903249833792	0.411870842274026	0.393694110659611	0.45704674700266	0.426737027319555	0.13738359541594	0.167009645355695	0.474259068725412	0.304322967612909	0.376152486946231	0.265304504418221	0.543950209202125	0.249797985727304	0.659425691766367	0.525868893579022	0.371123401516532	0.476655227809918	0.406150361403683	0.704885538488835	0.927961354596265	0.261714701550631
ABHD10	0.223556426898342	0.485492593070952	0.650793161167211	0.894778207519169	0.937079969316971	0.725898230235174	0.964128031681222	1.0144138537277	0.637485846697692	0.796488179856642	0.694999129236056	0.64164758441895	0.581442716158282	0.530098269079844	0.570794710349796	0.538851533576395	0.527508584751792	0.433991348803094	0.83060836450048	0.438937026075012	0.503316796125891	0.387293076261177	0.253794412707663	0.407986105068081	0
ABHD11	0.294363154901973	0.54307379569431	0.611907675988919	0.923103564273425	0.370024916077567	0.565065620779282	0.734738141034085	0.605184961849099	0.422805102147413	0.563255741754573	0.314029990655454	0.20795400347155	0.167071335393925	0.236031857818235	0.351891214683163	0.172703113902358	0.267957870059355	0.572435997360905	0.555782628676771	0.361390817062012	0.369918149160156	0.222264835344937	0.0880046378847265	0.232277317211368	0.253262851851135
ABHD12	0.675923423704566	1.38877281700052	1.97891879953562	2.20156128810764	2.17323171662152	1.43624879897142	2.32644601492675	1.9980522289523	1.76699790227356	2.03065676051314	3.18618693807718	1.58858837273376	1.71580863827575	1.64772112646753	1.70956444761535	1.50449090299891	2.23729040029369	1.88749373312297	2.10469755385502	1.79782174443788	1.35807055485756	1.64633932511424	1.04354980193114	1.74077782481776	0
ABHD13	0.200409045777795	0.86688075567428	0.767681283880796	0.95763840539969	0.941340649084615	0.508602088048819	0.792519183013334	0.84129550566665	0.638355634203306	0.838703839939127	0.542916942570504	0.432721590679186	0.282034776785463	0.434600398180594	0.462546504175045	0.43943588215431	0.455472622424447	0.756607836917374	0.701725106784889	0.386543938350412	0.357036029133835	0.434878250497049	0.151595199774266	0.414610795926017	0
ABHD15-AS1	0.562817002632113	0.776413778126479	1.50128296350158	1.74508425864305	0.847561521156994	0.740995449405812	1.68100706056261	1.3854494513767	1.25706404162063	1.27183804583545	0.358916221815485	1.42168562771982	1.10921667554261	0.64957490664768	0.881979165910729	0.78498490798492	1.09816428485631	0.784222188587237	1.07266709587736	1.06549301688787	0.502181175234893	0.899283869986318	0.675522586124597	0.73149858545887	0
ABHD17A	0.325788126985747	1.24601835602899	0.6024618383102	0.825285185568818	0.67760000194977	0.45490486583534	0.853413667386099	0.551234377835346	0.539059238009778	0.347739222567981	1.02246313950152	0.377657624252231	0.521456158564436	0.380644558773955	0.243349256287007	0.431799403320805	0.598001085534374	0.428171590552358	0.419421703080413	0.616223106434934	0.424459759828797	0.398130689355363	0.526847587745693	0.48893854849225	0.44537352811907
ABHD17B	0.59104786419779	0.628262329980293	0.711700683770315	1.30129417821528	0.804857754497666	0.610045318781469	1.17060887481002	0.951494238418123	1.01368050315149	0.740207777202666	0.519165593928472	0.572613694465349	0.515539502038458	0.574945524429401	0.624902474577831	0.379944341907605	0.741661705037813	0.590637251713227	1.04394544175209	0.62193117176854	0.64948561851988	0.4577860321577	1.23341229367815	0.792830976173474	0.247076365441033
ABHD17C	0.602232617586386	0.474264092114305	0.712834314847241	0.960174081946673	0.659715829316059	0.819825327355414	0.815559084588917	0.349317206590699	0.58864784947368	0.850758153717414	0.581509693465564	0.592928520389202	0.663143296820597	0.605897487932289	0.653219211691603	0.426659804817259	0.794483811538609	0.828933580049133	0.657433720699683	0.620891402641775	0.40408508343983	0.296804440832699	0.0925943806534874	0.40068857708289	0.240821344110311
ABHD18	1.68497776242104	1.76930991483642	3.31723975690748	4.33977035451926	1.86958081918875	2.29377571184179	3.94995303698064	3.31880857328915	3.16948275613837	3.91846495206209	0.948785329472278	2.57892293331672	2.32581951280687	1.90251933504239	2.36477910753816	1.82821187352884	2.62320464997709	2.81725350960217	3.47179740263486	2.49223410863762	2.26981668217984	1.40596621643052	0.797973029183053	1.41823631723464	0.254585525475407
ABHD2	1.92364813445065	2.04979708466877	3.1707086426509	3.86423455282929	2.53122213601081	1.96581998651009	2.67268659028097	2.06219931317347	2.47551456526592	2.19139011028517	2.57459330822649	2.31894840148998	2.97051669256912	1.93540983860463	3.11563123123256	2.33552540258309	2.38308024988759	2.76865338812206	2.74387618202973	2.59017766463333	2.28784393615374	1.28864776213711	0.620693251387185	4.9234488519434	0.973341374305111
ABHD3	1.24185687969158	0.828234414383124	0.541276768912718	1.10126334310182	0.623534952048151	0.582109294647123	0.913828419521948	2.03157989883668	0.751588687988452	0.377049107558098	0.148790079959908	0.446781766291189	0.717889596174655	0.567254804057858	0.758886077375519	0.636519114206408	0.622279581079143	0.510736944037459	0.892100586457572	0.781028771093225	0.811796261535294	0.819604445350638	0.164220887051926	0.512669054618366	0
ABHD5	0.365596059381643	0.965519013946311	1.15622602563693	1.68389169660925	0.80208041593763	0.81861954789659	1.40801284109056	0.627367548187059	0.946186215095246	0.940528262925272	0.366111323011182	0.867215949501633	0.477607884619498	0.803803787123696	0.989606172059048	0.282669363992874	0.685750477561289	0.837609083161359	1.09360539481939	0.772486836020419	0.565162375668056	0.484941218738047	0.355027618627365	0.492718205054635	0.469984764717536
ABHD6	0.556852769304014	0.753161480404649	1.24057722831945	1.75708863376114	1.0765089637804	1.13815760494736	2.34223742665142	1.93548322979861	1.60271027853772	2.7291023202193	0.87101862322164	1.31566510012361	1.29992233769232	0.910542474240164	0.827362819358916	1.29387276242028	1.67678089621987	0.813076334901748	1.55212292040929	0.47460702654232	0.717069025540806	0.577979945460066	0.978044126635128	1.04590832732518	0.248458803951954
ABHD8	0.657018194839712	0.818173446737059	1.94150886635304	2.25527528868255	1.53876000838579	1.43129636194279	1.89666262157662	1.47240839105937	1.33910516755811	1.406119642726	1.79769456249896	1.14189723168467	0.950829143702857	1.02009705808322	1.08044634788689	1.03804379348094	1.43496907864766	1.29052863840895	1.31371571476505	0.957767639371185	0.915492811321824	0.535578096965217	0.16104564196483	0.607406285504365	0
ABI1	3.82724757630128	2.25040092367989	2.67305748651688	3.12743447833864	2.13043488999854	1.56224348870818	2.55559657190888	1.2584047319114	1.9257676021288	2.0516167994105	2.19246771082809	2.08115493994464	2.42353016170506	2.38131764985752	2.02795932648706	3.67727235225931	4.42694171790507	1.9347025052897	2.49893119153163	1.88103694402963	1.85061364291028	1.85172877408169	0.522780658252023	1.79972848550305	0.453442873374129
ABI2	2.65339503457346	3.1281537776741	5.74170992278146	6.06084835648584	4.81806431029446	4.75726120093316	5.84008913884612	4.58328940867477	4.88707028383461	5.23405949455928	4.60315174375775	3.37163393170444	3.28049255112036	3.31886651817302	3.40921137752828	2.41423768231103	3.08982313821788	3.87583237039255	3.63762909138958	3.77936241607859	3.29152241944051	2.50114755523829	1.30556057449999	2.60823612700122	0.952063964998697
ABL1	1.5070758396753	2.1512523041406	1.88255770912688	2.28041872806546	1.29070095919165	1.38272002052035	2.1686166472324	1.0906334746292	1.79268994311706	1.63319048334908	0.523053007664731	1.54106125998296	1.78043706212858	1.30718986427759	1.36290650091867	1.4937503186589	1.66597226965579	1.18919890580457	1.76724572957369	0.992671213365062	1.25423682423996	1.68003865391067	1.16078136712225	1.4365933721116	1.66059073501829
ABL2	1.02686584755704	1.575652885589	2.4482000169463	3.06440069444605	1.55509464562382	1.95440270352427	2.97822390474117	2.49095810112525	2.34592189257647	2.45611070008022	1.17631576988963	1.89422523812779	1.73306520034854	1.53174417403264	2.07370562444777	1.55534933490533	1.54635409447846	1.56663882482135	1.54701505166234	1.21679149234096	1.27417695252711	1.18037018934587	0.619519150358758	1.27142140320211	0.666899488884652
ABLIM1	5.61503145284251	6.04338288338047	3.93054624426551	3.59339573371629	2.65976308016342	1.77093075694869	3.5142167206764	5.86457404979111	3.0463663546595	3.54516808144259	1.68300589526135	3.56001158301859	4.41652599408101	3.01232328230217	4.06605178922759	2.53273353552912	3.90893124205049	2.5727248243688	4.7769423361372	2.95939781727651	4.16476728937429	1.75827205419352	0.43285477100848	1.11501132153601	2.92464987651082
ABLIM2	0.522103412870298	1.097801045578	4.83281775514045	4.90700814119728	2.86091891415921	3.36391317137944	4.24429928523546	2.50801824646834	3.15380211736802	4.06049295259341	1.52417684221667	3.10315511268853	3.15203619230476	1.86352585309509	2.03952301332634	1.57373715997037	2.21716619061446	3.87102596327909	2.80079910591724	2.10413006876066	1.90419496457767	1.44853284928158	0.512579500124753	0.728318608139953	0
